mol,cid,Energy,Relative energy,mol_charged,ASA,ASA+,ASA-,ASA_H,ASA_P,CASA+,CASA-,DASA,DCASA,dens,dipole,E,E_ang,E_ele,E_nb,E_oop,E_sol,E_stb,E_str,E_strain,E_tor,E_vdw,FASA+,FASA-,FASA_H,FASA_P,FCASA+,FCASA-,glob,npr1,npr2,pmi,pmi1,pmi2,pmi3,rgyr,std_dim1,std_dim2,std_dim3,vol,VSA,vsurf_A,vsurf_CP,vsurf_CW1,vsurf_CW2,vsurf_CW3,vsurf_CW4,vsurf_CW5,vsurf_CW6,vsurf_CW7,vsurf_CW8,vsurf_D1,vsurf_D2,vsurf_D3,vsurf_D4,vsurf_D5,vsurf_D6,vsurf_D7,vsurf_D8,vsurf_DD12,vsurf_DD13,vsurf_DD23,vsurf_DW12,vsurf_DW13,vsurf_DW23,vsurf_EDmin1,vsurf_EDmin2,vsurf_EDmin3,vsurf_EWmin1,vsurf_EWmin2,vsurf_EWmin3,vsurf_G,vsurf_HB1,vsurf_HB2,vsurf_HB3,vsurf_HB4,vsurf_HB5,vsurf_HB6,vsurf_HB7,vsurf_HB8,vsurf_HL1,vsurf_HL2,vsurf_ID1,vsurf_ID2,vsurf_ID3,vsurf_ID4,vsurf_ID5,vsurf_ID6,vsurf_ID7,vsurf_ID8,vsurf_IW1,vsurf_IW2,vsurf_IW3,vsurf_IW4,vsurf_IW5,vsurf_IW6,vsurf_IW7,vsurf_IW8,vsurf_R,vsurf_S,vsurf_V,vsurf_W1,vsurf_W2,vsurf_W3,vsurf_W4,vsurf_W5,vsurf_W6,vsurf_W7,vsurf_W8,vsurf_Wp1,vsurf_Wp2,vsurf_Wp3,vsurf_Wp4,vsurf_Wp5,vsurf_Wp6,vsurf_Wp7,vsurf_Wp8
O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,154,34.688122,0.002751126,O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,559.21381,368.95212,190.2617,490.31323,68.900612,1285.7982,663.44257,178.69043,622.35559,0.94589639,1.2086009,61.308449,6.9302497,32.582863,39.421696,0.097643584,-24.10298,0,7.0390363,8.4263687,7.8198256,6.8388338,0.6597693,0.34023067,0.87679023,0.12320977,2.2992961,1.1863844,0.055575218,0.081894465,0.9699012,5366.7207,428.40982,5073.7891,5231.2427,4.4637604,4.3848481,1.3853047,1.0337015,284.75,326.51788,6.8062415,0.2085765,2.6377814,1.9114592,0.73165488,0.35153329,0.17010355,0.064086191,0.02626997,0.013581043,833.25,475.75,358.625,323.375,292.75,236.5,128.125,47.25,0.5,6.2249498,6.4420495,0.5,0.70710677,0.5,-2.2282512,-2.1581109,-2.1471314,-7.5605984,-7.3313642,-7.278255,1.3258488,188.0,120.25,145.0,60.5,21.5,8.875,3.5,2.0,0.075984664,0.032470044,1.3244574,1.2452441,1.213164,1.3732839,1.5069019,1.8072429,1.8424617,1.9896299,0.57752466,2.2004073,4.2926168,5.204165,5.6071339,6.3843036,6.5948739,6.4950061,1.3801712,502.11163,693.0,1080.5,515.0,199.0,74.25,27.25,10.5,3.5,2.0,892.5,394.75,54.0,13.75,5.75,1.625,0.0,0.0
O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,164,34.688545,0.003172405,O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,559.6308,368.0625,191.56828,491.1315,68.499275,1282.6978,667.9986,176.49422,614.69922,0.94756025,1.2106488,61.348564,6.9224472,32.595814,39.416725,0.092863932,-24.181791,0,7.0989413,8.4664822,7.8175888,6.8209119,0.65768808,0.34231192,0.87759918,0.12240084,2.292043,1.1936417,0.055526923,0.081925347,0.96981984,5366.166,428.5376,5072.9634,5230.8306,4.4635296,4.3844175,1.3857788,1.0331508,284.25,324.99442,6.6504159,0.2109119,2.6311369,1.9115723,0.729563,0.35338998,0.17005134,0.065171249,0.026276197,0.013393956,832.0,476.0,361.75,324.375,295.625,238.0,129.0,47.5,0.5,6.4031243,6.2649822,0.5,0.70710677,0.5,-2.229044,-2.1823587,-2.1754162,-7.4956331,-7.3973069,-7.3542767,1.3270895,192.125,120.625,147.625,61.5,22.75,9.125,3.625,1.75,0.078092605,0.032369941,1.3048599,1.2178826,1.2077508,1.3869611,1.5350313,1.816219,1.8240011,2.0032146,0.58894396,2.2019711,4.2744188,5.106504,5.4535871,6.1448035,6.5992756,6.6086464,1.3799578,503.36685,694.625,1079.625,516.875,201.5,74.75,28.25,10.5,3.625,1.75,887.5,396.25,53.875,13.25,5.5,1.375,0.0,0.0
O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,37,34.689716,0.004345038,O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,558.11627,370.24982,187.86646,489.79852,68.317749,1290.3206,655.09033,182.38336,635.23029,0.94839436,1.2089518,61.37746,6.9282703,32.604912,39.427631,0.093638189,-24.233475,0,7.1199226,8.4953794,7.8079991,6.8227191,0.66339189,0.33660808,0.87759227,0.12240773,2.3119209,1.1737524,0.055309705,0.082045346,0.96949005,5364.5879,429.08301,5070.2656,5229.8276,4.462873,4.3838,1.3880783,1.0309827,284.0,326.44992,6.8186617,0.20861943,2.6375449,1.915839,0.73248374,0.35211942,0.16985273,0.064236782,0.027400674,0.01361652,834.75,475.0,358.25,323.5,293.0,236.5,128.75,47.125,0.5,6.2249498,6.4420495,0.70710677,0.5,0.5,-2.2321024,-2.1638885,-2.1530962,-7.5807691,-7.2821255,-7.2638769,1.3258265,190.0,121.25,145.625,61.0,22.25,9.125,3.25,1.875,0.07780879,0.033616692,1.328928,1.247546,1.2480768,1.386705,1.5146044,1.8077861,1.8502955,2.0069635,0.58107251,2.1762855,4.283699,5.1635075,5.5825028,6.3063807,6.605648,6.4486613,1.3803604,502.22394,693.25,1082.0,516.625,199.5,75.0,27.875,10.875,3.25,1.875,892.0,395.375,53.875,14.0,5.625,1.75,0.0,0.0
O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,85,34.98661,0.30123776,O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,554.99243,361.73181,193.2606,487.04855,67.943893,1260.6354,673.89978,168.47121,586.73566,0.94672757,0.80490184,62.07592,6.995759,33.346416,40.141201,0.08542686,-18.243116,0,7.1028237,9.4485703,7.7507095,6.7947845,0.65177792,0.34822208,0.87757689,0.12242309,2.271446,1.2142503,0.056786019,0.081417114,0.9898622,5377.2461,422.73376,5139.5605,5192.1978,4.4681354,4.565681,1.1876768,1.0879935,284.5,323.2684,6.7040806,0.17729552,2.664542,1.9418186,0.80533105,0.38575265,0.19009283,0.077272549,0.039045241,0.023472566,808.375,471.125,361.625,322.5,293.5,236.875,129.375,57.125,0.70710677,0.5,0.5,0.70710677,0.5,1.118034,-2.4013715,-2.3616953,-2.3512104,-8.7719345,-8.6334219,-8.3657532,1.3170202,208.375,165.375,163.0,66.375,27.75,11.625,6.25,3.375,0.093328722,0.041860465,1.4603584,1.1684257,1.1457429,1.3074166,1.4930217,2.1563785,1.425374,0.68613309,0.45205152,2.0173318,3.8839164,4.8301721,5.5693541,6.8595095,7.2449861,7.1078768,1.3883363,497.98813,691.375,1103.875,551.75,223.75,82.5,33.75,13.5,6.5,3.375,895.5,386.375,60.75,16.125,6.0,1.875,0.25,0.0
O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,129,34.98661,0.30123776,O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,558.98132,364.44504,194.5363,490.93973,68.041618,1270.0909,678.34808,169.90874,591.74292,0.94672757,0.8047682,62.010971,7.0068974,33.351131,40.14328,0.083243147,-18.244038,0,7.0284023,9.3836231,7.7491479,6.7921472,0.6519807,0.3480193,0.87827569,0.12172431,2.2721527,1.2135433,0.05678001,0.081432693,0.98984766,5377.478,422.8327,5139.7041,5192.4194,4.4682317,4.5656853,1.1877255,1.0879369,284.5,323.03412,6.5426664,0.17241693,2.6686985,1.9463677,0.80815881,0.38856286,0.19263875,0.074630298,0.039119035,0.023350822,806.375,467.625,355.875,318.125,289.5,230.75,128.75,56.0,0.70710677,0.5,1.118034,0.86602539,0.70710677,0.5,-2.3986399,-2.3684628,-2.36729,-8.727704,-8.6465893,-8.4492006,1.3173621,205.25,165.0,164.0,68.0,27.25,10.625,6.125,3.75,0.094836667,0.039685659,1.4523957,1.1648902,1.1208259,1.306456,1.4523069,2.0699658,1.3754686,0.64853323,0.47887775,2.0155444,3.8281465,4.7444854,5.4347844,6.7573013,7.2379212,7.1015429,1.3868039,497.27652,689.625,1101.0,551.75,223.375,84.0,33.75,12.625,6.25,3.75,895.75,386.75,59.375,16.0,6.5,2.0,0.125,0.0
O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,73,34.98661,0.30123776,O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,549.98749,362.21216,187.7753,481.06348,68.923988,1262.3094,654.77246,174.43687,607.53693,0.94631177,0.80510044,62.061604,7.0091085,33.349693,40.144909,0.081030764,-18.248762,0,7.0781965,9.4342546,7.7483597,6.7952151,0.65858257,0.3414174,0.87468082,0.1253192,2.2951603,1.1905226,0.056783162,0.081414975,0.98985136,5377.2969,422.72934,5139.585,5192.2798,4.4681563,4.5656686,1.1876394,1.0879631,284.625,325.24286,6.708097,0.17684945,2.6648889,1.9417734,0.80514032,0.38595742,0.19060841,0.077272102,0.039041992,0.02347157,808.75,471.375,361.625,322.625,293.375,236.625,129.75,57.0,0.70710677,0.5,0.5,0.70710677,0.5,1.118034,-2.4014173,-2.3618107,-2.3508644,-8.7674541,-8.6282701,-8.3705444,1.3169293,208.625,165.75,162.75,66.5,27.875,11.625,6.25,3.375,0.093674384,0.041844245,1.4589822,1.170864,1.1461865,1.308692,1.494469,2.158572,1.4310454,0.68269265,0.45247912,2.0186336,3.8855951,4.8271103,5.5732942,6.8598161,7.2453041,7.1081963,1.3883483,497.89377,691.25,1104.125,552.0,223.375,82.625,33.875,13.5,6.5,3.375,895.5,386.25,60.625,16.125,6.0,1.875,0.25,0.0
O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,126,34.98661,0.30123776,O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,558.03973,364.00235,194.03737,489.60944,68.43029,1268.5482,676.60828,169.965,591.93994,0.94672757,0.80467707,62.118641,7.0009112,33.34536,40.13776,0.082975939,-18.249887,0,7.1466632,9.491292,7.7503281,6.7924032,0.65228754,0.34771246,0.87737381,0.1226262,2.2732222,1.2124733,0.056791123,0.081431001,0.9898451,5377.2495,422.80679,5139.4829,5192.2095,4.4681368,4.5656686,1.1877022,1.0880394,284.5,322.51862,6.5733323,0.17231038,2.6684272,1.9465652,0.80788136,0.38898954,0.19260347,0.074108467,0.039103672,0.023345511,806.25,466.625,355.625,317.375,289.0,230.125,128.375,56.0,0.70710677,0.5,1.118034,0.86602539,0.70710677,0.5,-2.3993573,-2.368608,-2.3679206,-8.7296429,-8.6481905,-8.44734,1.3171738,204.75,164.375,164.125,68.0,27.25,10.375,6.125,3.75,0.094903342,0.038991731,1.450189,1.1653341,1.1159014,1.3084152,1.4513476,2.0846972,1.3808398,0.64814395,0.47971159,2.0144589,3.8295102,4.743978,5.4704275,6.8637571,7.2385268,7.1021628,1.3871697,497.32559,689.875,1101.0,551.75,223.25,84.0,33.75,12.375,6.25,3.75,896.25,387.375,59.125,16.0,6.5,2.0,0.125,0.0
O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,12,34.98661,0.30123776,O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,555.11761,365.72174,189.3959,487.71307,67.404556,1274.5403,660.42352,176.32582,614.1167,0.94672757,0.80492735,62.095451,6.9752483,33.350372,40.14109,0.082193948,-18.259542,0,7.1468935,9.4681005,7.7500262,6.7907186,0.65881842,0.34118158,0.8785761,0.12142392,2.2959821,1.1897001,0.056797434,0.081429929,0.9898507,5377.6265,422.82996,5139.8613,5192.562,4.4682932,4.5657454,1.1876493,1.0881181,284.5,324.33109,6.7050309,0.17748137,2.6645555,1.9419076,0.80520886,0.38582638,0.19002442,0.077254929,0.039023876,0.023453223,808.875,471.5,361.875,322.875,293.875,237.0,129.875,57.125,0.70710677,0.5,0.5,0.70710677,0.5,1.118034,-2.4012041,-2.3613601,-2.3509662,-8.7689085,-8.6279049,-8.3656216,1.3171834,208.875,166.25,163.125,66.25,27.75,11.625,6.25,3.375,0.093264252,0.041811846,1.460534,1.1723406,1.1463672,1.3067514,1.4936993,2.1523981,1.4316107,0.69423908,0.45114565,2.0186572,3.8798828,4.8308067,5.5692911,6.8594165,7.2448916,7.1077743,1.3880806,497.98981,691.25,1104.125,552.25,223.75,82.375,33.75,13.5,6.5,3.375,895.25,386.0,60.625,16.125,6.0,1.875,0.25,0.0
O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,177,34.98661,0.30123776,O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,562.71039,362.67358,200.03677,493.61462,69.095741,1263.9175,697.52826,162.63681,566.38922,0.94672757,0.80381137,62.075386,6.9784565,33.354118,40.151035,0.084713191,-18.235266,0,7.1099544,9.4480381,7.7512274,6.796916,0.644512,0.355488,0.87720907,0.12279095,2.2461243,1.2395866,0.056797661,0.081430808,0.98985785,5377.2158,422.80057,5139.4858,5192.145,4.4681225,4.5656261,1.1876111,1.0880919,284.5,320.75046,6.7067609,0.17698491,2.664624,1.9416757,0.80518264,0.38606295,0.19056669,0.077260308,0.03903605,0.023465803,808.625,471.375,361.875,322.75,293.875,236.875,129.875,57.125,0.70710677,0.5,0.5,0.70710677,0.5,1.118034,-2.4015124,-2.3617184,-2.3513536,-8.7665596,-8.6293707,-8.3692293,1.3172783,208.625,165.5,162.875,66.375,27.875,11.625,6.25,3.375,0.093609668,0.04182804,1.4590161,1.1725794,1.1450435,1.306582,1.49219,2.1560962,1.4273802,0.67986423,0.4513317,2.0182481,3.8806527,4.8274164,5.572927,6.8594618,7.2449474,7.1078429,1.3878969,497.96567,691.125,1104.25,551.875,223.5,82.5,33.875,13.5,6.5,3.375,895.625,386.375,60.625,16.125,6.0,1.875,0.25,0.0
O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,45,34.98661,0.30123776,O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,550.98785,361.87717,189.1107,483.22238,67.765472,1261.142,659.42902,172.76648,601.71295,0.94672757,0.80488408,62.08746,6.980741,33.352928,40.147057,0.084679633,-18.239397,0,7.1243849,9.4601078,7.7505946,6.7941308,0.65677881,0.34322116,0.87701094,0.12298904,2.2888741,1.1968122,0.056799602,0.081437491,0.98984885,5377.2573,422.83902,5139.4844,5192.1909,4.4681401,4.5656142,1.1876069,1.0881076,284.5,323.08762,6.5419044,0.17241623,2.6685631,1.9466672,0.80802298,0.38844961,0.19263789,0.074626081,0.039122101,0.023358386,806.5,467.0,355.875,317.5,289.125,230.25,128.5,56.0,0.70710677,0.5,1.118034,0.86602539,0.70710677,0.5,-2.3990777,-2.3686903,-2.3678408,-8.7280188,-8.6497545,-8.4472208,1.3173734,204.625,164.875,163.875,68.0,27.25,10.5,6.125,3.75,0.094836667,0.039370079,1.4500645,1.1682909,1.1202033,1.3117408,1.4544675,2.0869672,1.3783507,0.64876086,0.47835982,2.0171587,3.8331184,4.7446289,5.434947,6.756423,7.2381501,7.1017833,1.3867919,497.28079,689.625,1100.75,552.0,223.125,84.0,33.75,12.5,6.25,3.75,896.125,387.125,59.25,16.0,6.5,2.0,0.125,0.0
O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,62,34.986786,0.30141425,O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,555.55261,363.64304,191.90959,484.51526,71.037361,1267.2959,669.18878,171.73343,598.10718,0.94589639,0.80612695,62.112358,6.9789982,33.359772,40.162838,0.083087064,-18.270643,0,7.135952,9.4850111,7.7514844,6.8030677,0.65456092,0.34543911,0.87213206,0.12786792,2.2811449,1.2045461,0.056800891,0.081412919,0.98978525,5376.9941,422.70874,5139.1216,5192.1582,4.4680305,4.5657792,1.1874996,1.0881593,284.75,324.01172,6.7078009,0.17487246,2.6690927,1.957065,0.80737627,0.38798803,0.19035551,0.074881993,0.038961612,0.023189364,810.375,468.625,357.125,322.125,294.125,237.875,131.5,53.375,0.5,0.5,1.0,0.70710677,0.70710677,1.4142135,-2.4559376,-2.3889766,-2.3783638,-8.9688473,-8.7649193,-7.9979472,1.3201058,215.875,169.25,160.875,68.375,28.25,12.0,6.25,3.5,0.096954845,0.043073341,1.4595973,1.1713587,1.1951264,1.3641123,1.5239179,2.1303401,1.3570269,0.58896804,0.47247052,1.9852173,3.8722997,4.904439,5.5254593,6.9379725,7.1561484,7.1505861,1.3830011,497.64963,688.25,1110.75,555.25,220.75,84.5,34.625,13.875,6.25,3.5,894.875,386.0,59.875,16.125,6.375,1.875,0.0,0.0
O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,63,34.9869,0.30152884,O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,550.35565,362.20255,188.15306,481.57626,68.77935,1262.2759,656.08972,174.04948,606.18616,0.94631177,0.80516464,62.147602,6.9951639,33.364765,40.145283,0.084132209,-18.258303,0,7.169476,9.5202532,7.7535448,6.7805204,0.65812457,0.34187543,0.87502742,0.12497257,2.2935641,1.1921196,0.056777425,0.081395097,0.98982704,5377.5405,422.65424,5139.8013,5192.6255,4.4682574,4.5660076,1.1874092,1.087989,284.625,322.43051,6.700129,0.17489704,2.6692259,1.9569886,0.80713552,0.38759255,0.19038878,0.074829526,0.038950004,0.02319964,810.375,469.125,357.25,322.125,294.125,237.625,132.0,53.5,0.5,0.5,1.0,0.70710677,0.70710677,1.4142135,-2.4559491,-2.3876586,-2.3789308,-8.9665327,-8.7779627,-7.9939847,1.3199917,216.125,169.125,161.75,68.5,28.25,11.875,6.375,3.5,0.096920922,0.042685293,1.4623289,1.1751847,1.1873988,1.3567934,1.5177211,2.1113019,1.3728472,0.59719461,0.47726053,1.9813647,3.8712335,4.9082508,5.5257602,6.9395251,7.1732726,7.1508846,1.3832045,497.66684,688.375,1111.375,555.75,221.5,84.625,34.625,13.75,6.375,3.5,895.25,386.625,59.75,16.125,6.375,1.875,0.0,0.0
O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,18,34.988743,0.30337164,O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,554.6012,366.1781,188.42313,486.7973,67.803917,1276.1307,657.03143,177.75497,619.09924,0.94964826,1.6403992,62.456978,6.9788918,33.701488,40.495129,0.087109171,-19.714199,0,7.1448164,9.3537216,7.7510324,6.7936387,0.66025478,0.33974522,0.87774295,0.12225706,2.300988,1.1846917,0.056913715,0.082151972,0.98856479,5385.5703,427.32565,5142.1665,5201.6484,4.4715924,4.5612178,1.1868362,1.0881512,283.625,323.57327,7.0118709,0.17327945,2.6686168,1.9565487,0.80534726,0.38583905,0.19075979,0.075334847,0.038077671,0.023332465,807.0,469.25,356.75,321.25,291.0,235.625,129.875,57.375,0.5,0.5,1.0,0.70710677,0.70710677,1.4142135,-2.4291999,-2.4144745,-2.3160968,-9.0160608,-8.3724356,-8.1617737,1.3211277,208.125,162.125,162.625,65.375,28.875,11.375,6.5,3.375,0.099159077,0.041245136,1.5448189,1.2990669,1.2153984,1.3381953,1.5373876,2.13781,1.7112443,1.4118061,0.50478625,2.0838017,4.2673554,5.1726503,5.8061814,6.8480182,7.248683,7.2528033,1.3820151,498.09512,688.375,1106.75,550.5,222.5,82.375,35.375,13.25,6.5,3.375,898.625,388.375,59.875,17.0,6.5,1.875,0.0,0.0
O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,100,34.988743,0.30337164,O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,560.86322,364.20657,196.65665,490.8681,69.995094,1269.2599,685.74176,167.54991,583.51813,0.94964826,1.640451,62.45216,7.0060005,33.711376,40.503979,0.082313888,-19.716105,0,7.1107769,9.3488998,7.7490873,6.7926035,0.64936787,0.3506321,0.87520111,0.12479887,2.2630472,1.2226541,0.056915693,0.082155295,0.98855346,5385.3252,427.32513,5141.8936,5201.4316,4.4714904,4.5611281,1.1868427,1.0881487,283.625,325.55725,6.9938745,0.17072803,2.6683466,1.9500442,0.81097931,0.38504714,0.19351222,0.07535664,0.039655827,0.0239307,808.0,472.25,356.5,321.75,291.75,232.875,129.375,54.25,0.70710677,0.5,0.5,0.70710677,0.5,0.5,-2.4077647,-2.3741052,-2.3643377,-8.7633801,-8.5990715,-8.5777302,1.3199142,210.75,162.375,162.875,65.875,28.625,11.125,6.875,3.75,0.098877981,0.041569542,1.5418833,1.3325796,1.2593217,1.3969578,1.5990968,2.1598597,1.6872,1.3227227,0.50190866,2.1019526,4.2292266,5.1755648,5.7435713,6.8589382,7.2200394,7.2140899,1.3837879,497.99902,689.125,1105.75,552.5,224.5,82.625,35.25,13.375,7.0,3.75,895.0,390.125,61.625,16.75,6.625,2.25,0.125,0.0
O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,87,34.988743,0.30337164,O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,553.84851,362.53098,191.31754,486.64154,67.20697,1263.4205,667.12427,171.21344,596.2962,0.94964826,1.6402992,62.46003,6.9934936,33.705368,40.492321,0.083778597,-19.710833,0,7.1408114,9.3567677,7.7496214,6.7869544,0.654567,0.34543297,0.8786546,0.1213454,2.2811661,1.2045248,0.056904081,0.082146257,0.9885512,5385.7935,427.31766,5142.3569,5201.9126,4.4716849,4.5612693,1.1868844,1.0880715,283.625,322.46674,7.0509291,0.17255622,2.6667945,1.9608539,0.80726427,0.38653886,0.19146393,0.074195825,0.038600113,0.023581672,807.25,471.625,356.0,321.0,291.875,234.375,131.125,56.125,0.5,0.70710677,1.118034,0.5,0.5,0.70710677,-2.4694865,-2.4328279,-2.3647404,-8.9230461,-8.3010798,-8.2704649,1.3171932,210.375,160.75,161.5,67.375,27.75,10.75,6.375,3.625,0.097612359,0.040887851,1.5369406,1.3322181,1.2626312,1.3783698,1.5812045,2.2136858,1.7012081,1.354041,0.4986425,2.1066012,4.2787237,5.1532965,5.7991452,6.9113135,7.2783055,7.2710123,1.3876518,497.69327,690.625,1105.25,551.25,222.125,83.625,34.75,13.125,6.625,3.625,894.875,390.5,60.625,16.25,7.0,2.375,0.25,0.0
O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,182,34.988743,0.30337164,O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,550.64685,362.1731,188.47374,482.69443,67.952423,1262.1732,657.20789,173.69937,604.96533,0.94964826,1.6400727,62.405392,6.9964228,33.698868,40.489292,0.084714167,-19.701977,0,7.0858579,9.3021336,7.749104,6.7904248,0.65772301,0.34227699,0.87659526,0.12340472,2.2921648,1.1935198,0.056908641,0.082160383,0.98854369,5385.3188,427.35211,5141.8481,5201.4375,4.471488,4.5611496,1.1868547,1.0880866,283.625,320.04663,7.0670943,0.17295267,2.6673791,1.9606917,0.80765831,0.38659975,0.19096889,0.074241214,0.038588885,0.023562688,806.75,471.25,355.875,321.0,291.75,234.75,130.875,56.125,0.5,0.70710677,1.118034,0.5,0.5,0.70710677,-2.4699147,-2.4322286,-2.3644948,-8.9159813,-8.3053226,-8.2763748,1.3172768,209.875,161.0,161.5,67.5,27.625,10.625,6.375,3.625,0.097295396,0.040498443,1.5402577,1.3380847,1.2643778,1.3807421,1.5828574,2.2081401,1.6966794,1.3603987,0.49801603,2.1082573,4.2729144,5.1531854,5.813313,6.8706622,7.2782125,7.2709098,1.3874799,497.66486,690.5,1105.25,551.125,222.0,83.625,34.625,13.0,6.625,3.625,895.375,390.125,60.5,16.125,7.0,2.375,0.25,0.0
O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,22,34.988743,0.30337164,O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,558.52686,364.31116,194.21571,488.55676,69.970116,1269.6244,677.23022,170.09543,592.39417,0.94922996,1.6404668,62.39362,6.9916573,33.706917,40.500458,0.082916871,-19.719139,0,7.0684953,9.2903633,7.7500916,6.7935429,0.65227151,0.34772852,0.87472379,0.12527618,2.2731662,1.2125293,0.056907568,0.082148835,0.98854226,5385.6914,427.32425,5142.2285,5201.8296,4.4716425,4.561161,1.1868654,1.088079,283.75,323.34082,7.0691962,0.17308491,2.6675839,1.9606553,0.80761808,0.38658741,0.19097075,0.074272677,0.038634077,0.02359445,806.375,471.25,356.125,321.0,291.75,235.25,130.875,56.0,0.5,0.70710677,1.118034,0.5,0.5,0.70710677,-2.4698658,-2.4314554,-2.3643272,-8.9172468,-8.3108435,-8.2857914,1.3171822,209.25,161.125,161.375,67.25,27.625,10.75,6.375,3.625,0.097227097,0.040887851,1.5419371,1.3411825,1.2622099,1.3789696,1.5765754,2.2058058,1.6966846,1.3602037,0.49494347,2.1069117,4.2701473,5.1473823,5.817471,6.8860211,7.2782817,7.2709789,1.3875797,497.62909,690.5,1104.625,551.125,221.75,83.375,34.625,13.125,6.625,3.625,895.375,390.0,60.375,16.125,7.0,2.375,0.25,0.0
O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,19,34.988743,0.30337164,O=C[C@@](NC)Cc1ccc(OCc2ccccc2)cc1,556.84454,362.62738,194.21718,488.16183,68.682732,1263.7565,677.23529,168.4102,586.52112,0.94964826,1.6409949,62.433155,6.9955955,33.708408,40.509445,0.085280351,-19.709221,0,7.0926666,9.3298979,7.7501664,6.8010392,0.65121835,0.34878168,0.87665725,0.12334274,2.269496,1.2162017,0.056907259,0.082142241,0.98857123,5385.5205,427.27179,5142.1606,5201.6084,4.4715714,4.5612044,1.1868203,1.0880864,283.625,321.98441,7.086647,0.17105597,2.6679757,1.955716,0.81266034,0.3879098,0.19280773,0.074285097,0.039173994,0.024678601,805.25,471.0,355.875,321.25,293.0,235.375,131.875,55.625,0.5,0.5,0.70710677,0.70710677,0.5,0.5,-2.4491885,-2.4160724,-2.3919053,-9.0888281,-8.7999344,-8.1313848,1.3174906,210.375,160.375,166.25,67.5,28.75,11.75,6.0,3.875,0.099754125,0.043579768,1.5244111,1.3253164,1.275767,1.4173112,1.6154079,2.1802115,1.700772,1.353551,0.5299921,2.1056461,4.2684884,5.2073917,5.8210106,6.9934764,7.2401147,7.1967483,1.3875897,497.98584,691.0,1103.125,551.5,224.875,83.875,35.5,14.0,6.25,3.875,892.75,391.125,58.625,16.375,6.75,2.25,0.25,0.0
