mol,mol_charged,ASA,ASA+,ASA-,ASA_H,ASA_P,CASA+,CASA-,DASA,DCASA,dens,dipole,E,E_ang,E_ele,E_nb,E_oop,E_sol,E_stb,E_str,E_strain,E_tor,E_vdw,FASA+,FASA-,FASA_H,FASA_P,FCASA+,FCASA-,glob,npr1,npr2,pmi,pmi1,pmi2,pmi3,rgyr,std_dim1,std_dim2,std_dim3,vol,VSA,vsurf_A,vsurf_CP,vsurf_CW1,vsurf_CW2,vsurf_CW3,vsurf_CW4,vsurf_CW5,vsurf_CW6,vsurf_CW7,vsurf_CW8,vsurf_D1,vsurf_D2,vsurf_D3,vsurf_D4,vsurf_D5,vsurf_D6,vsurf_D7,vsurf_D8,vsurf_DD12,vsurf_DD13,vsurf_DD23,vsurf_DW12,vsurf_DW13,vsurf_DW23,vsurf_EDmin1,vsurf_EDmin2,vsurf_EDmin3,vsurf_EWmin1,vsurf_EWmin2,vsurf_EWmin3,vsurf_G,vsurf_HB1,vsurf_HB2,vsurf_HB3,vsurf_HB4,vsurf_HB5,vsurf_HB6,vsurf_HB7,vsurf_HB8,vsurf_HL1,vsurf_HL2,vsurf_ID1,vsurf_ID2,vsurf_ID3,vsurf_ID4,vsurf_ID5,vsurf_ID6,vsurf_ID7,vsurf_ID8,vsurf_IW1,vsurf_IW2,vsurf_IW3,vsurf_IW4,vsurf_IW5,vsurf_IW6,vsurf_IW7,vsurf_IW8,vsurf_R,vsurf_S,vsurf_V,vsurf_W1,vsurf_W2,vsurf_W3,vsurf_W4,vsurf_W5,vsurf_W6,vsurf_W7,vsurf_W8,vsurf_Wp1,vsurf_Wp2,vsurf_Wp3,vsurf_Wp4,vsurf_Wp5,vsurf_Wp6,vsurf_Wp7,vsurf_Wp8
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1418.2983,899.86768,505.52731,912.24231,506.05597,17708.496,9948.2715,394.34036,7760.2241,1.0649115,0.47611284,375.04514,48.860275,103.86069,106.95073,2.5601568,-105.26778,0,65.7714,154.77361,150.90259,3.090034,0.63446999,0.35643229,0.64319497,0.35680503,12.485735,7.0142312,0.046842597,0.10976071,0.9668721,93168.016,9848.8164,86757.328,89729.883,9.0392542,9.2032738,2.3806617,1.9918784,1070.75,1161.1881,11.297175,0.028343296,2.4395599,2.1109998,1.3964522,0.85228324,0.49688655,0.2560657,0.10378873,0.045736834,1669,981.5,723,605.25,509,393,272.375,135.75,0.5,0.5,0.70710677,0.5,0.5,1,-3.5366704,-3.4441264,-3.3962009,-9.9003038,-9.6219769,-9.2887068,1.6186844,618.75,867.625,801.125,423.625,200.5,86.5,35.125,14.75,0.34975794,0.18298224,5.954679,6.2505407,6.7289619,7.3979912,8.2384987,8.2101345,7.4997587,6.8445101,1.0112305,1.3652757,3.5178988,4.434906,4.5925732,4.5909915,5.033607,5.233026,1.6649948,1329.7339,2214,3037.625,1996.625,1129.5,531.375,252.875,110.75,44.625,17.375,2418.875,1129,328.375,107.75,52.375,24.25,9.5,2.625
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1505.3983,1012.1675,477.47992,996.97754,508.42075,19918.445,9395.8496,534.68762,10522.596,1.0675286,4.3154392,443.16586,77.737297,92.924812,128.44258,9.310359,-161.37395,0,75.03186,235.77292,152.64378,35.517769,0.67235863,0.31717846,0.66226828,0.33773172,13.231345,6.2414379,0.048097268,0.16114271,0.91112626,85776.141,13340.159,75427.367,82784.758,8.6732616,8.5478344,3.1997509,1.8746332,1068.125,1144.5637,6.4481268,0.032369923,2.4038105,2.0051079,1.2525551,0.75166893,0.47887823,0.25566566,0.11519124,0.051052149,1831.875,1069.125,805.75,680,579.375,457.875,287.875,141.875,0.5,0.70710677,0.5,0.5,0.70710677,0.5,-2.5729234,-2.5681593,-2.4821913,-10.220277,-10.128214,-9.7235584,1.685396,536.625,657.75,634.625,377.25,205.125,100.25,47.625,23,0.33524665,0.18106617,3.1736634,3.3904572,3.8304429,4.2881613,4.8014412,5.272943,5.5515275,5.8478541,0.5757513,0.83258128,2.2207096,2.6240277,2.6287019,2.5471361,2.8042128,3.8896608,1.6053858,1395.459,2240.25,3112.5,1960.125,1081.125,524.25,270.125,123.125,53.625,23.25,2575.875,1302.375,446.5,147,65,22.875,6,0.25
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1506.6746,952.43036,539.82349,980.3598,526.31476,18741.924,10622.647,412.60684,8119.2773,1.064042,1.9473063,391.53345,53.777645,67.063698,83.317398,5.7432218,-128.10239,0,61.66925,213.1353,187.02592,16.2537,0.6321407,0.35828805,0.65067786,0.34932211,12.439265,7.0503926,0.055776846,0.13330203,0.9674232,100450.37,12748.205,92518.539,95633.984,9.3858795,9.3952694,2.8825614,2.2188923,1071.625,1165.8965,9.3733854,0.030041469,2.4388099,2.0659366,1.3589507,0.85241985,0.46096918,0.21965769,0.099807605,0.038743917,1749.75,1026.75,765.75,645.75,549.5,431.375,270.625,132.875,0.70710677,0.86602539,1.5,0.70710677,0.5,0.5,-3.5097415,-3.0969825,-3.0723572,-10.601412,-10.2559,-10.075906,1.682125,639.375,850.75,783.375,432.75,198.25,91.75,43,16.625,0.31521383,0.15892373,4.7654037,5.1582489,5.3553367,5.7888861,6.3372498,6.4061751,7.2196822,7.6862173,1.0122697,0.94364458,2.8383217,3.7124207,4.0369301,3.9790964,3.861527,3.7780836,1.6117917,1398.4437,2254,3198.75,2090.125,1173.75,549.5,241.375,102.625,43.5,16.625,2559.375,1239.375,390.375,116.75,43.125,10.875,0.5,0
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1470.7386,946.75623,513.125,972.46796,498.27075,18630.27,10097.274,433.6312,8532.9951,1.0635457,2.3495779,405.54462,47.617386,109.01121,117.49215,1.7334812,-171.63304,0,64.376961,226.84158,174.32463,8.4809446,0.64372838,0.34888932,0.66121054,0.33878946,12.667287,6.8654442,0.043786757,0.13875405,0.93271816,91456.492,12252.117,82359.906,88300.961,8.955843,8.8132076,3.049798,1.8441889,1072.125,1175.4243,9.5694609,0.030012136,2.4092047,2.0467103,1.3628938,0.81338882,0.46940711,0.21924092,0.10074537,0.045439266,1719.5,995.875,736.5,616,519.875,400.5,243,119.625,0.5,0.70710677,1.118034,10.839742,10.920165,0.5,-2.4989316,-2.4564104,-2.4202724,-10.718864,-10.549742,-10.220497,1.6780946,639.375,828.25,772,404.75,190.625,84.75,40,18.375,0.32858112,0.16842532,4.4965029,5.0524478,5.426991,5.9502439,6.7096491,7.334825,7.327693,7.948925,0.6684652,1.2032565,2.9970939,3.9052889,4.1506023,4.3105273,4.2675567,4.7038221,1.6133,1391.0154,2244.125,3106,2004.5,1131.125,525,242,103.75,44.125,19.375,2466.625,1176.25,359.125,120.25,51.375,19,4.125,1
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1440.6772,933.96594,495.0434,931.16095,509.51627,18378.582,9741.959,438.92258,8636.623,1.0637938,3.1923003,368.37302,44.217766,97.072968,101.05493,0.84671438,-148.64229,0,62.636364,144.34792,159.61725,3.9819651,0.64828259,0.34361854,0.6463356,0.35366443,12.756906,6.7620692,0.038876548,0.11681232,0.95377886,90326.266,10191.505,83214.188,87246.836,8.9003325,8.921195,2.6968284,1.7590042,1071.875,1168.9166,8.6232157,0.030324101,2.4387565,2.0798786,1.323689,0.78364456,0.46994534,0.25382152,0.12943697,0.069551542,1720.25,1019,763.5,639.25,545.75,442.5,280.75,143.375,5.8949132,6.2048368,0.5,0.5,5.6124859,5.7227616,-2.9445703,-2.6579783,-2.6393549,-9.809474,-9.591958,-9.1566963,1.6220814,560,711.125,678.375,381.625,196,97.75,50.5,25.375,0.32793057,0.18771999,4.0583739,4.2961659,4.6148143,5.1678004,5.8600245,6.173059,5.6905351,5.6816573,0.57647628,1.3369523,2.9946022,3.7761238,4.0399718,4.1468334,4.3721528,4.7953157,1.6646913,1337.6354,2226.75,3046.75,1957.875,1084.75,513.5,250.375,120,58.875,28.875,2486.75,1246.75,406.375,131.875,54.375,22.25,8.375,3.5
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1426.4766,930.83173,481.81229,937.91168,488.56485,18316.906,9481.584,449.01947,8835.3232,1.0671539,1.8866673,313.88962,36.813271,67.883888,67.945946,1.4569249,-94.390427,0,62.688229,127.22132,144.98524,0.062055565,0.65253913,0.33776391,0.65750235,0.34249765,12.840665,6.6468558,0.039010886,0.13839042,0.92293036,90540.656,12157.215,81076.875,87847.227,8.9108887,8.8906097,3.066184,1.7559997,1068.5,1166.3849,9.868063,0.031437851,2.4398236,2.0948205,1.359812,0.80834311,0.48233441,0.24469854,0.13041292,0.074905708,1713.5,1001.75,740.5,629.125,535.875,422.25,265.625,126,0.70710677,0.5,0.5,0.70710677,8.6458082,8.2613554,-2.7386901,-2.7149892,-2.6501248,-9.7076883,-9.361021,-9.3310051,1.6145415,558.375,711.625,731.25,406.75,211,105.25,56.375,30.75,0.33828494,0.18756209,4.9954572,5.3556886,5.8647733,6.3124104,6.8907089,7.2593875,6.9263682,7.9875593,1.0164937,1.0643063,2.8589563,3.783324,4.0415959,3.8090227,3.7276695,3.8382416,1.6699266,1327.3787,2216.625,3028.5,1941.25,1090.5,511.125,250.5,118,58.25,30.75,2470.125,1229.625,359.25,104.375,39.5,12.75,1.875,0
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1488.0686,1001.5797,473.17023,997.08026,490.98837,19708.084,9310.5703,528.40948,10397.514,1.0711639,0.85478514,406.85602,46.517799,85.588898,95.327713,2.2742155,-112.38635,0,61.731007,226.85432,201.00528,9.7388182,0.67307365,0.31797609,0.67004991,0.32995009,13.24407,6.2568154,0.03723349,0.1091441,0.95010072,97071.656,10289.984,89574.445,94278.891,9.2266798,9.3836555,2.7330513,1.8106683,1064.5,1172.811,9.1079035,0.034789685,2.4198377,2.0165393,1.2551012,0.72103953,0.40846923,0.17934759,0.058902957,0.020953331,1872.75,1103.5,825.875,694.25,589.125,442,283.375,140.125,0.86602539,0.5,1.2247449,0.70710677,0.5,1.118034,-2.6736891,-2.6574097,-2.6025245,-8.9770899,-8.6055126,-8.4710836,1.6621379,484.25,588,562.125,299.5,138.5,55.625,22.625,8.125,0.24413501,0.11253151,4.3596802,4.6855664,4.9672189,5.6421404,6.2972784,6.535625,6.7757864,6.6757512,0.78897649,1.2794833,3.2913687,3.9816823,4.1407871,3.8785465,3.7001114,3.8887136,1.6289088,1377.993,2244.625,3051.5,1896.375,1002.625,448.625,201.625,78.125,25,8.125,2567.25,1308.375,440.5,149.125,63.125,22.5,2.375,0
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1478.3458,952.22961,511.0705,959.80585,518.53998,18737.975,10057.356,441.15912,8680.6182,1.0650358,1.4790641,331.99265,38.494232,73.421478,76.441345,1.521304,-127.41596,0,64.998611,167.78195,150.53714,3.0198674,0.64411831,0.34570429,0.64924312,0.35075688,12.67496,6.8031149,0.051166423,0.13394243,0.95414847,87302.133,11200.145,79785.023,83619.086,8.7500715,8.7509909,2.7080417,1.9794737,1070.625,1169.5795,9.3809881,0.030143907,2.4172628,2.0527725,1.3569094,0.80780762,0.47417569,0.24740179,0.11350203,0.047044285,1676.75,986.875,738.25,619.5,524.75,393.625,259.125,131.375,0.5,0.5,0.70710677,0.70710677,0.5,0.5,-2.5691803,-2.5346587,-2.4746532,-9.3637896,-9.2297478,-9.217185,1.6488243,614.625,812.375,752.375,413.5,206.75,97,45.875,17.25,0.33863866,0.17857143,4.9358654,5.4259257,5.9449778,6.7247229,7.3613839,7.6858268,7.4811225,7.6023073,1.0483514,0.82835764,2.5414486,3.3418374,3.445843,3.5046239,3.403893,3.7680202,1.6405971,1364.5184,2238.625,3056.5,1989.375,1116.75,520.5,250,110.625,47.125,17.25,2441.875,1177,364.375,107,43.25,13.625,1.25,0
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1428.4149,957.85144,458.31891,936.42841,491.98651,18848.602,9019.2578,499.53253,9829.3428,1.0665301,3.0988033,362.15381,40.350883,75.315758,80.279594,1.5329548,-138.54488,0,62.594551,180.75818,177.39583,4.9638319,0.67056948,0.32085839,0.6555717,0.3444283,13.195466,6.3141723,0.068288013,0.145964,0.97327173,86521.367,11918.451,79470.914,81653.367,8.7108574,8.571332,2.7314124,2.2398584,1069.125,1166.0336,10.082737,0.033744376,2.437772,2.0321212,1.3389705,0.78998905,0.45955896,0.24782316,0.11752432,0.046659768,1695.125,1004.625,755.25,635.5,542.375,414.875,267.125,139,12.175796,0.5,12.267844,5.3385391,5.0497522,0.70710677,-2.5480945,-2.5318518,-2.5053918,-8.4652128,-8.3558207,-7.9028325,1.6140769,489.875,653.625,639,369,186.125,97,44.625,16.625,0.30900365,0.17387883,4.9551682,5.3616872,5.7098374,6.3005028,6.8597445,7.2966533,7.0853553,7.4859395,0.92798495,1.0835381,2.948637,4.1608963,4.39819,4.2662902,3.7818525,3.65694,1.6687731,1324.4012,2210.125,2991,1924.25,1071,491.875,233.375,110.5,45.75,16.625,2501.125,1270.625,432,122.875,47.25,13.5,1.125,0
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1509.549,946.95081,548.02179,990.81818,518.73077,18633.15,10783.974,398.92902,7849.1777,1.0666548,2.3751729,392.4606,46.936356,92.28196,98.909393,2.131175,-143.28349,0,62.082729,181.84351,182.40094,6.6274371,0.62730712,0.36303681,0.656367,0.34363297,12.343522,7.1438379,0.023876656,0.10344155,0.94098735,101395.45,10260.569,93338.375,99191.953,9.4299288,9.6602936,2.9261804,1.4927156,1069,1174.4351,9.4122458,0.026155412,2.422178,2.0539069,1.3291228,0.81213778,0.47832116,0.23033915,0.11220588,0.053511914,1767.75,1028.125,768.375,644.5,544.625,420,269.75,126.625,11.811012,11.467345,0.70710677,0.70710677,0.5,0.5,-2.4162784,-2.3285353,-2.3152568,-10.582104,-9.8526802,-9.6742754,1.6833984,609.75,832.375,783.875,431,211,96.875,47,21.25,0.3302424,0.17377812,5.0222139,5.3676739,5.7489729,6.4298115,7.1862535,7.1953192,7.1005073,6.6673956,0.76400381,1.4244684,3.2825184,3.8541129,3.6708176,3.0597746,2.6162426,2.4640646,1.6138111,1405.1366,2267.625,3154,2033.125,1135.25,537.625,253.75,112,51,23.125,2544.25,1200.75,351.375,106.625,42.75,15.125,4,1.875
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1519.0452,994.71533,511.04419,1022.57,496.47513,19574.008,10056.328,483.67111,9517.6797,1.0674037,3.4095237,330.08136,39.084457,73.582047,78.611412,2.10163,-135.73334,0,63.573074,131.07593,146.71078,5.0293665,0.65482932,0.33642462,0.67316633,0.3268337,12.885732,6.6201639,0.04204056,0.14139166,0.92901981,90195.438,12319.177,80943.664,87128.031,8.8938847,8.9549408,3.0697162,1.8361027,1068.25,1177.199,9.2225389,0.034008123,2.4123759,2.013762,1.2684426,0.74234837,0.42367354,0.2070412,0.099606015,0.040343311,1822.875,1077.375,809.125,684.375,580.75,441.125,284.875,138.25,0.5,0.70710677,0.5,0.5,0.70710677,0.5,-2.8882976,-2.8677843,-2.8246515,-9.6065083,-9.4664545,-9.4660187,1.6728674,540.625,666.625,659.5,366.125,182.375,89.375,44,17.875,0.28116792,0.14684932,4.5834603,4.7336335,5.0800452,5.7456608,6.4518428,6.4984255,6.3090835,5.8635988,0.79169953,1.3346908,3.2077715,4.0373359,4.1630788,4.3794231,4.9726973,5.3080716,1.6270976,1401.7291,2280.75,3114.125,1971.375,1076,489,227.5,100.5,44.375,17.875,2573.5,1304.75,416.5,122.875,45.125,11.125,0.375,0
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1512.2119,966.65912,527.51849,977.2619,534.95001,19021.918,10380.51,439.14056,8641.4082,1.0664054,4.714829,378.05298,45.85659,89.335434,98.622391,2.1607993,-142.73878,0,64.034248,169.39455,167.37894,9.286953,0.6392352,0.34883901,0.64624667,0.35375333,12.57887,6.8644543,0.030411925,0.1140585,0.94239455,96414.977,10695.063,88366.664,93768.227,9.1954174,9.3357782,2.9215577,1.6280677,1069.25,1175.3832,9.4942341,0.029617062,2.4316566,2.0385108,1.3026305,0.7920174,0.46729279,0.23013817,0.10444412,0.053162698,1783.75,1055.5,790.75,672.5,571.625,435.875,277.625,142.125,6.8190908,1.118034,6.1032777,0.70710677,0.70710677,0.70710677,-2.4405317,-2.3957553,-2.3868797,-9.6512041,-9.2298021,-8.9434757,1.6682026,548.875,697.25,684.625,400.125,204,99.125,48.25,22.25,0.3229529,0.16710037,4.7405877,5.0226612,5.3770471,6.0108404,6.6002479,6.5585008,6.5966268,6.6424742,0.64607322,1.4837074,3.3036168,4.0826583,4.1421905,4.2373829,4.8104973,5.5968981,1.6272237,1390.2513,2262.25,3137.25,2012,1126.875,536.25,255.375,112.375,48.625,22.25,2588.375,1314.75,442.25,136.125,51.375,13.25,0.375,0
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1483.957,930.60541,539.59924,948.4201,535.53693,18313.385,10618.233,391.00623,7695.1509,1.0677785,4.8051701,390.53958,43.844921,88.179237,98.986549,0.95483249,-140.96954,0,62.729916,202.21997,184.02338,10.807309,0.62711078,0.36362186,0.63911563,0.3608844,12.340913,7.1553512,0.058252875,0.1416724,0.97606587,90758.633,12143.138,83661.336,85712.797,8.9216089,8.932436,2.7654083,2.1559,1067.875,1164.9795,10.048738,0.029914292,2.4301171,2.0596077,1.336329,0.80783594,0.46927822,0.25690633,0.12846433,0.0598525,1733.25,1028.125,769,638.625,537.875,411.625,269.625,143.125,0.5,0.70710677,1.118034,0.5,9.2059765,9.407444,-2.9985135,-2.9765205,-2.9193199,-9.8813505,-9.8014555,-9.4937916,1.6626662,600.875,803.875,741.625,407.25,204.875,108.25,54.625,24,0.33387515,0.19553728,4.9832392,5.2906747,5.7086425,6.3987536,7.1154532,7.170382,6.7710156,6.3839135,0.87133396,1.2572734,3.0850365,4.0630956,4.3496008,4.7411952,4.8549294,5.113555,1.6276957,1377.2538,2241.75,3122.25,2026.125,1135.375,534.25,256.75,124.875,56.5,24.125,2521.375,1222.25,393.75,127,51.875,16.625,1.875,0.125
