mol,mol_charged,ASA,ASA+,ASA-,ASA_H,ASA_P,CASA+,CASA-,DASA,DCASA,dens,dipole,E,E_ang,E_ele,E_nb,E_oop,E_sol,E_stb,E_str,E_strain,E_tor,E_vdw,FASA+,FASA-,FASA_H,FASA_P,FCASA+,FCASA-,glob,npr1,npr2,pmi,pmi1,pmi2,pmi3,rgyr,std_dim1,std_dim2,std_dim3,vol,VSA,vsurf_A,vsurf_CP,vsurf_CW1,vsurf_CW2,vsurf_CW3,vsurf_CW4,vsurf_CW5,vsurf_CW6,vsurf_CW7,vsurf_CW8,vsurf_D1,vsurf_D2,vsurf_D3,vsurf_D4,vsurf_D5,vsurf_D6,vsurf_D7,vsurf_D8,vsurf_DD12,vsurf_DD13,vsurf_DD23,vsurf_DW12,vsurf_DW13,vsurf_DW23,vsurf_EDmin1,vsurf_EDmin2,vsurf_EDmin3,vsurf_EWmin1,vsurf_EWmin2,vsurf_EWmin3,vsurf_G,vsurf_HB1,vsurf_HB2,vsurf_HB3,vsurf_HB4,vsurf_HB5,vsurf_HB6,vsurf_HB7,vsurf_HB8,vsurf_HL1,vsurf_HL2,vsurf_ID1,vsurf_ID2,vsurf_ID3,vsurf_ID4,vsurf_ID5,vsurf_ID6,vsurf_ID7,vsurf_ID8,vsurf_IW1,vsurf_IW2,vsurf_IW3,vsurf_IW4,vsurf_IW5,vsurf_IW6,vsurf_IW7,vsurf_IW8,vsurf_R,vsurf_S,vsurf_V,vsurf_W1,vsurf_W2,vsurf_W3,vsurf_W4,vsurf_W5,vsurf_W6,vsurf_W7,vsurf_W8,vsurf_Wp1,vsurf_Wp2,vsurf_Wp3,vsurf_Wp4,vsurf_Wp5,vsurf_Wp6,vsurf_Wp7,vsurf_Wp8
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1441.1725,900.35284,523.49054,915.9278,525.24463,17718.045,10301.771,376.8623,7416.2734,1.0628023,2.8770804,415.55182,74.216324,72.804169,84.606628,4.669436,-108.85321,0,94.980392,205.45114,157.07903,11.802455,0.62473637,0.36323938,0.63554353,0.36445647,12.294188,7.1481876,0.039168071,0.14315462,0.92637444,86576.211,11977.396,77507.477,83667.547,8.7136173,8.7442255,2.9839039,1.7305632,1072.875,1158.6532,10.859157,0.029363321,2.4264979,2.049499,1.3442305,0.83285666,0.49157917,0.24636236,0.11643142,0.063636295,1663.625,978,727.375,611.875,511.75,389.25,253.5,128.5,0.5,9.5524864,9.4868326,0.70710677,8.2006102,7.5,-2.8128781,-2.5672593,-2.5086558,-9.6426153,-9.4263706,-9.2858944,1.6384215,609.375,822.875,779.125,424.875,212.125,101.5,49.75,26.5,0.36208969,0.19468845,5.714077,6.0624757,6.4617248,7.1593504,8.0396118,8.2538519,8.0167408,7.4161553,0.95124775,1.2828032,3.2536869,4.1286631,4.3986158,4.504632,4.149179,4.0976081,1.645371,1346.6569,2215.75,3046.5,1984.75,1122.125,543.75,263.375,119.125,54.375,27.375,2437.125,1161.875,343,118.875,51.25,17.625,4.625,0.875
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1396.8129,886.97864,492.9516,898.31171,498.50116,17453.965,9700.7949,394.02704,7753.1709,1.0701586,0.9821834,353.68207,41.549408,84.286385,82.272392,2.2650845,-123.00013,0,62.321205,172.45679,165.27397,-2.0139937,0.63500172,0.35291168,0.64311528,0.35688472,12.495564,6.9449492,0.046552222,0.1125408,0.97825718,84623.883,9110.0527,79188.828,80948.891,8.61481,8.7792921,2.3897457,1.894217,1065.5,1167.5417,8.2217093,0.027063511,2.4252579,2.0397434,1.3319229,0.82572579,0.52932292,0.29672873,0.13668339,0.061504334,1599.5,942,700.125,593,507.25,394,254,115.5,1.118034,0.5,1.2247449,0.5,0.70710677,0.5,-2.5593808,-2.4637132,-2.463289,-9.0178652,-8.9740286,-8.9004202,1.6017805,574.875,762.125,737.875,427.25,234.875,117.375,53.875,22,0.40135691,0.2244941,4.7252979,5.0967417,5.533864,6.0661688,6.569768,7.0627456,6.7975988,7.4625888,1.2048163,0.64016962,2.162318,2.6786106,2.6965189,2.6211166,2.8177555,2.9616821,1.6802193,1312.1799,2204.75,2963.875,1929.25,1107.875,543.625,281,133.125,56.25,22.875,2389,1167.125,370,116.375,46.125,15.75,2.375,0.875
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1408.2312,899.24695,495.17255,972.55518,435.67606,17694.482,9744.0059,404.0744,7950.4771,1.0614419,2.0277355,369.53308,53.947338,89.56868,88.334732,1.5389559,-128.15703,0,64.904388,170.89771,160.80766,-1.2339464,0.63856488,0.35162732,0.69062179,0.30937821,12.565041,6.919322,0.040506367,0.10542612,0.96414435,90674.039,9238.0635,84484.063,87625.945,8.91745,9.1326704,2.4363651,1.8380589,1074.25,1166.726,8.7223787,0.031781275,2.4431925,2.0637438,1.3049499,0.77127749,0.46926644,0.2413062,0.11794826,0.061894923,1725,1028.375,770.125,646.375,547.125,435,284.75,144,6.2649822,6.6708322,1.6583124,0.5,0.70710677,0.5,-2.559269,-2.4623902,-2.4499431,-11.736686,-11.20057,-10.550873,1.5929252,554.5,767,747.25,400.875,204.5,98.375,49,24,0.30855381,0.17211372,4.7094374,4.9570937,5.3329339,5.9482365,6.5429392,7.0439773,6.476603,5.9337168,1.1361851,0.8004961,2.6866684,3.3490298,3.4102738,3.6832433,3.9561884,4.447135,1.688058,1302.6063,2198.875,2959.75,1892.375,1033.5,480.375,237.625,111.25,53.125,25.125,2405.25,1125.375,286.25,79.5,33.125,12.875,4.125,1.125
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1436.4808,898.17181,522.97968,926.58728,509.89359,17674.225,10291.194,375.19211,7383.0303,1.0649115,4.3358221,396.39032,51.252651,92.982559,92.060112,2.3639624,-142.76381,0,65.959282,207.79623,184.75432,-0.92245078,0.62525845,0.36407006,0.64503974,0.35496023,12.303836,7.1641707,0.039060608,0.10521355,0.96061838,88920.508,9057.5059,82696.633,86086.875,8.8308029,8.9586124,2.5027282,1.7705584,1070.75,1168.2762,8.6945324,0.026452435,2.4482589,2.0633471,1.3657123,0.83773398,0.51615983,0.28695664,0.13828653,0.052393671,1628.125,965.625,721.75,602.625,511.25,399.375,258.5,131.125,0.70710677,0.5,0.5,0.5,0.5,0.70710677,-2.4447205,-2.4310009,-2.3870187,-9.1037464,-8.6427832,-8.5958223,1.6169722,631.25,853.25,761.5,430.875,230.25,114,52.25,20,0.38084516,0.2151006,4.6340647,4.9863844,5.3136911,5.9958329,6.7134924,6.9883218,7.2818432,7.3401217,0.7681008,1.1573442,2.6826644,3.2296903,3.4347179,3.4010561,3.4757221,3.8367438,1.6658164,1326.8269,2210.25,3051,2001.375,1131.375,548.75,274.875,129.625,54.875,20.875,2419.75,1148.125,369.875,117.875,44.625,15.625,2.625,0.875
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1487.478,970.16406,503.27475,994.11987,493.35812,19090.889,9903.9443,466.88931,9186.9443,1.0670291,0.98615217,362.84171,49.051121,64.094887,70.503624,2.4741392,-97.582733,0,63.532063,157.05086,177.28075,6.4087381,0.65222079,0.33834097,0.66832578,0.33167425,12.8344,6.6582122,0.040195346,0.14209092,0.92025608,88791.523,12235.06,79240.727,86107.258,8.8243952,8.689909,3.1359138,1.7422204,1068.625,1167.8723,8.1492949,0.033166107,2.4202716,2.0323257,1.3422955,0.76685256,0.43284595,0.1961953,0.084770106,0.038623482,1768.375,1026.25,767.25,647.25,551.75,432.75,258.125,131.25,0.70710677,0.5,0.5,0.5,0.70710677,0.5,-2.7446868,-2.7188764,-2.7006173,-11.596225,-11.582691,-11.422154,1.6631565,594.25,791.75,748.5,388.125,181.875,79.625,37.375,17.875,0.28836754,0.14310545,3.8092296,4.2459817,4.624701,5.120326,5.7232037,6.2818255,6.6644607,7.023777,0.64634889,1.1054462,2.7026389,3.4157972,3.5275836,3.2207515,3.0266218,2.9903297,1.6283643,1379.6053,2246.5,3096.5,1973.75,1087.25,483.875,221.25,92.625,40.25,17.875,2502.25,1182,338.75,95.75,39.375,13,2.875,0
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1406.2588,903.93207,492.52411,884.44684,521.81189,17787.576,9692.3818,411.40796,8095.1934,1.0675286,2.8653524,550.08868,106.7553,100.64289,137.27545,15.135924,-176.20293,0,94.229111,386.35962,196.6929,36.632561,0.64279217,0.35023719,0.62893605,0.37106392,12.648864,6.8923178,0.063728675,0.13767649,0.97669077,81014.039,10550.418,74845.719,76631.945,8.4290638,8.2948141,2.2932644,2.0939877,1068.125,1123.8364,8.607192,0.027753564,2.4476185,2.1284003,1.4114026,0.8537485,0.51037711,0.25848779,0.1210982,0.059658442,1659.25,972,710.625,591.5,503.375,398,262.375,135.375,0.86602539,1.2247449,0.5,0.70710677,0.5,0.5,-3.0193629,-2.9799745,-2.9383972,-10.644766,-10.578366,-9.5590487,1.6130651,620.25,813.625,749.625,418.875,211.5,98.875,49.375,23.125,0.37396657,0.20181741,3.8491871,4.267447,4.5814452,4.9978333,5.7261238,6.1833763,6.0657721,6.1441774,0.27244321,1.339584,2.9747484,3.7279325,4.0785789,4.4669256,4.6933565,4.9084339,1.6648309,1315.6742,2190.375,3064,2017,1146.375,545.625,265.75,119.375,54.625,23.75,2443.75,1203.375,396.75,126.75,54.25,20.5,5.25,0.625
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1398.9032,881.65588,502.81882,900.6366,498.26663,17350.105,9894.9717,378.83704,7455.1338,1.0664054,2.1439703,357.74512,41.97229,79.256943,75.27729,2.7016928,-105.35271,0,62.497478,157.53403,175.29636,-3.9796476,0.63024795,0.35943788,0.64381623,0.35618377,12.402649,7.0733781,0.056444265,0.12637095,0.98390484,79804.242,9557.9336,74416.602,75633.945,8.3658905,8.4653931,2.3668897,2.0112083,1069.25,1170.0206,8.6387653,0.031727601,2.423094,2.0390062,1.3509413,0.79202366,0.46007422,0.24079245,0.11993726,0.073072232,1603.75,942.875,705.25,592.75,499.25,386,238.625,123,0.5,0.5,0.70710677,0.5,0.70710677,0.86602539,-2.5145979,-2.5104847,-2.4111176,-11.404609,-11.348026,-10.772891,1.5860585,566.375,778.5,734,390.875,197.125,101,52.5,32.125,0.33800071,0.19759595,4.7527819,5.0463767,5.3847079,5.8625493,6.5833139,6.7721834,6.7179513,6.6909018,1.1091315,0.72410196,2.4185748,3.145293,3.30002,3.2618887,3.3855507,3.4146914,1.6986367,1302,2211.625,2912,1885,1053.25,490.875,238.375,117.125,56.5,32.875,2345.625,1106.5,319.25,100,41.25,16.125,4,0.75
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1415.6846,919.69293,483.67712,941.04401,474.64056,18098.637,9517.3145,436.01578,8581.3223,1.0679035,2.156481,359.80524,44.188629,83.359894,88.411865,1.9485234,-93.229927,0,63.749851,163.23016,161.50636,5.0519714,0.64964533,0.341656,0.66472715,0.33527282,12.784371,6.722765,0.047154769,0.16097358,0.91286463,82762.469,12848.226,72860.969,79815.742,8.5195351,8.4116096,3.1255438,1.8265935,1067.75,1164.0416,7.6626048,0.033665359,2.4048734,2.0264041,1.3150107,0.7837466,0.46147752,0.24477351,0.094402432,0.03199847,1650.75,967,717.625,608.75,511.375,398,250.625,122.125,0.5,0.70710677,0.5,0.5,0.5,0.70710677,-2.5563698,-2.5093687,-2.4893634,-9.3774586,-9.2322941,-8.8621435,1.61022,529.375,718,686.5,361.375,176.125,79.5,32.375,10.875,0.32468212,0.16652977,4.2345219,4.610209,4.9994278,5.4626708,6.2138381,6.8114834,6.2480083,6.5818143,0.96059364,0.77716875,2.3650274,2.7291741,2.66852,2.4490182,2.2276824,3.0335009,1.6767343,1327.5061,2225.875,2940.875,1882.875,1043.75,489.625,233,101.375,38.375,12.125,2411.5,1164.875,357.25,128.25,56.875,21.875,6,1.25
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1418.5538,912.91962,489.61768,928.84949,489.70432,17965.346,9634.6973,423.30194,8330.6484,1.0626785,2.6911535,345.17929,38.214558,89.780136,86.961754,1.3586228,-103.83189,0,64.811203,145.90063,153.83315,-2.8183856,0.64355659,0.34515271,0.65478623,0.34521377,12.66455,6.7919149,0.042449638,0.11952967,0.95175672,88483.836,10212.439,81316.695,85438.531,8.8090925,8.9224958,2.695581,1.8383296,1073,1171.3873,9.7501469,0.027371082,2.4474082,2.0853016,1.3376567,0.81557494,0.50252652,0.26703918,0.1184758,0.061969902,1668.625,960.75,710,600.875,509.75,393.875,248.375,116.375,0.5,0.70710677,0.86602539,0.5,10.606602,10.5,-2.4487267,-2.3844872,-2.3443186,-10.320694,-10.034922,-9.5750322,1.5929354,555.625,726,721.625,388.625,195.375,95.625,46.25,23.125,0.35897887,0.19908467,4.9911313,5.6481919,6.2553911,6.8055143,7.5137572,7.4020114,7.447258,8.1823874,1.1154295,0.84845811,2.6980541,3.4035981,3.5355399,3.6024992,3.6941197,4.0210829,1.6890701,1304.194,2202.875,2977,1907.625,1073.75,516.75,254.875,119.625,51.625,23.5,2421.375,1181.625,352.125,128.125,59.5,24,5.375,0.375
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1473.2604,929.27948,527.97137,935.78064,537.4798,18286.361,10389.421,401.30807,7896.9404,1.0651602,0.81674916,363.00558,41.049751,79.730698,81.384354,2.3536577,-139.44046,0,63.326782,178.26935,174.89104,1.6536585,0.63076389,0.35836935,0.63517666,0.36482334,12.412172,7.0519924,0.030404173,0.12871549,0.92354572,93526.688,11731.774,84176.586,91145.008,9.0566368,9.1321983,3.0508289,1.5923625,1070.5,1175.7544,9.891531,0.028992586,2.4098997,2.0461142,1.3500643,0.79658246,0.47534505,0.23259382,0.099048167,0.049781479,1706.75,996.375,739.375,619.375,525.125,411.125,263.875,140.25,0.70710677,11.715375,12.25765,8.6458082,8.3366661,0.5,-2.504787,-2.4108703,-2.3372374,-9.8403702,-9.8224869,-9.5333319,1.6633149,604.5,826.25,794.375,435.375,221.25,102.125,46.375,21.625,0.33660185,0.17578204,5.0922556,5.4828138,5.916461,6.5856524,7.2820539,7.2916312,7.2743173,7.3115444,1.1149671,0.97205406,2.8028724,3.6244459,3.9759414,4.4567418,5.293551,6.090107,1.6313137,1385.0034,2259.375,3082.125,1996.875,1119.75,519.375,248.875,108.875,46.625,21.625,2477.625,1170.625,325.375,84,27.625,6.75,0.25,0
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1491.3923,959.72693,513.61566,939.07104,552.32135,18885.506,10106.93,446.11121,8778.5762,1.0631739,2.8999381,385.07361,37.811279,90.395309,96.496506,2.3735917,-159.7242,0,62.775002,181.62097,185.61723,6.1011992,0.64351064,0.3443867,0.62966061,0.37033939,12.663003,6.7768412,0.049136039,0.13456403,0.94467545,93565.031,12110.665,85020.109,89999.281,9.0584936,8.9679251,2.8960149,1.9878887,1072.5,1172.2253,10.163489,0.02843635,2.4178517,2.0662825,1.3811426,0.84779322,0.48903924,0.23888513,0.10496177,0.048467156,1668.75,980.375,729.5,611.375,510.75,389.875,251.625,123.625,0.70710677,1.5,0.86602539,0.70710677,0.70710677,0.70710677,-2.6663034,-2.6212537,-2.5784974,-12.240931,-10.982373,-10.880066,1.6610526,567.875,794.25,779.125,432.5,210.25,100.25,46.375,19.75,0.3509253,0.18442036,5.2797985,5.7462244,6.1295481,6.8127403,7.6490583,8.0353575,8.0630703,8.8075686,0.93826896,1.0647938,2.9479842,3.7720203,4.0531168,4.145401,4.2708168,4.8354425,1.6338067,1383.5786,2260.5,3104.125,2048.625,1168.75,552,256,112.75,47.375,19.75,2536.25,1254.375,389.625,119.5,45.75,12.5,1,0
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1432.4799,923.44843,495.01306,959.99622,472.48361,18172.541,9740.3721,428.43533,8432.1689,1.0700331,2.9120903,420.41016,50.120869,89.60128,93.907082,4.0996418,-137.95114,0,63.078793,252.90683,209.20377,4.3058043,0.64465022,0.34556374,0.67016387,0.32983616,12.686071,6.7996573,0.046882182,0.10359514,0.98734313,92386.5,9154.543,87249.992,88368.461,9.0012636,9.186079,2.3527205,1.9889967,1065.625,1171.6649,9.9616213,0.031066708,2.445904,2.0949988,1.3543316,0.79038763,0.4483434,0.21947952,0.10965495,0.052767999,1724.125,1012.875,745.25,622.25,525.375,405.25,265,130,8.0777473,0.70710677,7.5663729,9.5131493,0.5,9.6046867,-2.7428441,-2.7038801,-2.6993935,-10.001144,-9.3360386,-9.2456903,1.6107922,586.5,787.125,709,361.25,172.75,82.25,41.875,20.75,0.30291849,0.16130976,5.1820374,5.5686073,6.0135307,6.653275,7.356976,7.241518,7.1341043,7.1415925,1.0614715,1.073532,3.0264733,3.9658911,3.9879355,3.7529633,3.2939732,2.5323517,1.676421,1328.4252,2227,3021,1951.75,1071.125,481.5,225.75,100.375,46.625,21.5,2434.5,1164.625,362.125,120.25,53,18.125,4.75,0.75
O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,O=C(N[C@@]1C(=O)N[C@@]([C@](O)C)C(=O)N2[C@](C(=O)N[C@@]([C@](O)[C@@](O)c3ccc(O)cc3)C(=O)N[C@@]([C@](O)C)C(=O)N3[C@](C(=O)N[C@](O)[C@](O)C1)[C@@](O)[C@@](C)C3)C[C@@](O)C2)c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1,1491.1998,904.10736,572.31793,973.24689,517.953,17791.025,11262.073,331.78943,6528.9526,1.0661561,1.7919714,360.3606,44.155148,85.205513,90.87281,1.5619587,-123.90479,0,63.513691,169.36987,160.25697,5.6672921,0.60629523,0.38379693,0.65266025,0.34733975,11.930677,7.5523562,0.046540547,0.13884452,0.93475705,95412.688,12777.314,86022.008,92026.063,9.1474972,9.0956306,2.9889679,1.9622239,1069.5,1167.3546,9.5083094,0.024874322,2.451659,2.081104,1.3717951,0.85104913,0.52251959,0.27735457,0.1100125,0.036598209,1695.125,995.5,735.375,609.5,513.75,394.375,255.875,129.125,0.70710677,9.1241436,8.7321243,0.5,0.70710677,0.5,-2.3505332,-2.2968552,-2.2631326,-9.7298021,-9.6523695,-9.637023,1.6580828,654.625,911.75,841.75,462.75,236.625,110.125,42.125,14.25,0.38160801,0.20508614,4.8094692,5.2592845,5.6393323,6.3232698,7.028048,7.2029943,7.3283005,8.0152817,0.70813882,1.2960544,2.9867463,3.701354,3.877702,3.9829409,3.9701536,3.9656014,1.6367329,1381.105,2260.5,3197.875,2098.875,1187.875,568.875,280.625,125,47,15.875,2543.25,1187.125,346.125,106.125,44,14.875,4.875,1.625
