ID,Symbol,SMILES,MolWt,mol,cid,Energy,Relative energy,mol_charged,ASA,ASA+,ASA-,ASA_H,ASA_P,CASA+,CASA-,DASA,DCASA,dens,dipole,E,E_ang,E_ele,E_nb,E_oop,E_sol,E_stb,E_str,E_strain,E_tor,E_vdw,FASA+,FASA-,FASA_H,FASA_P,FCASA+,FCASA-,glob,npr1,npr2,pmi,pmi1,pmi2,pmi3,rgyr,std_dim1,std_dim2,std_dim3,vol,VSA,vsurf_A,vsurf_CP,vsurf_CW1,vsurf_CW2,vsurf_CW3,vsurf_CW4,vsurf_CW5,vsurf_CW6,vsurf_CW7,vsurf_CW8,vsurf_D1,vsurf_D2,vsurf_D3,vsurf_D4,vsurf_D5,vsurf_D6,vsurf_D7,vsurf_D8,vsurf_DD12,vsurf_DD13,vsurf_DD23,vsurf_DW12,vsurf_DW13,vsurf_DW23,vsurf_EDmin1,vsurf_EDmin2,vsurf_EDmin3,vsurf_EWmin1,vsurf_EWmin2,vsurf_EWmin3,vsurf_G,vsurf_HB1,vsurf_HB2,vsurf_HB3,vsurf_HB4,vsurf_HB5,vsurf_HB6,vsurf_HB7,vsurf_HB8,vsurf_HL1,vsurf_HL2,vsurf_ID1,vsurf_ID2,vsurf_ID3,vsurf_ID4,vsurf_ID5,vsurf_ID6,vsurf_ID7,vsurf_ID8,vsurf_IW1,vsurf_IW2,vsurf_IW3,vsurf_IW4,vsurf_IW5,vsurf_IW6,vsurf_IW7,vsurf_IW8,vsurf_R,vsurf_S,vsurf_V,vsurf_W1,vsurf_W2,vsurf_W3,vsurf_W4,vsurf_W5,vsurf_W6,vsurf_W7,vsurf_W8,vsurf_Wp1,vsurf_Wp2,vsurf_Wp3,vsurf_Wp4,vsurf_Wp5,vsurf_Wp6,vsurf_Wp7,vsurf_Wp8,PNSA1,PNSA2,PNSA3,PNSA4,PNSA5,PPSA1,PPSA2,PPSA3,PPSA4,PPSA5,DPSA1,DPSA2,DPSA3,DPSA4,DPSA5,FNSA1,FNSA2,FNSA3,FNSA4,FNSA5,FPSA1,FPSA2,FPSA3,FPSA4,FPSA5,WNSA1,WNSA2,WNSA3,WNSA4,WNSA5,WPSA1,WPSA2,WPSA3,WPSA4,WPSA5,RNCS,RPCS,TASA,TPSA,RASA,RPSA,GeomDiameter,GeomRadius,GeomShapeIndex,GeomPetitjeanIndex,GRAV,GRAVp,MOMI-X,MOMI-Y,MOMI-Z,PBF
389,Sub93,CN1C[C@H](O)C[C@H]1C=O,129.159,O=C[C@]1N(C)C[C@](O)C1,185,18.440931,0.040952295,O=C[C@]1N(C)C[C@](O)C1,311.53406,251.0975,60.436569,207.71457,103.8195,557.43646,134.16919,190.66093,423.26727,0.99162376,0.8720836,57.633503,5.8613348,32.847343,33.597015,0.000474692,-17.708769,0,4.3327355,11.205248,13.841946,0.74966955,0.80600333,0.19399667,0.66674751,0.33325246,1.7893274,0.43067259,0.24939044,0.45777109,0.72842973,544.5025,228.02798,362.85028,498.12668,2.05323,1.6503742,1.4315656,0.82418042,130.25,159.72836,3.1339273,0.1394385,3.0613329,2.3853931,1.4065032,0.73180199,0.30419055,0.052006941,0.0,0.0,329.125,180.25,134.25,119.375,104.75,77.25,34.875,8.125,0.5,0.5,0.70710677,0.86602539,6.78233,6.5383482,-1.9552872,-1.9007598,-1.899953,-4.7035036,-4.5416641,-4.5318046,1.1555634,237.75,273.25,185.5,70.375,22.625,3.25,0.0,0.0,0.18063314,0.028272251,1.2148205,1.2599808,1.5198627,1.7301458,2.0282271,2.0948565,1.7239156,2.304847,0.52579904,1.3598418,1.7554431,1.7857541,1.6227504,1.3299403,0.0,0.0,1.2225376,260.83041,318.875,682.875,412.0,202.375,74.875,24.25,3.375,0.0,0.0,445.125,138.75,16.875,4.5,1.625,0.125,0.0,0.0,187.52341377187892,-188.15361371216937,-34.33438156909496,-9.407680685608469,-37.63072274243388,86.29628077452688,86.58629208510143,6.858070156305487,4.329314604255071,5.772419472340095,-101.2271329973521,274.7399057972708,41.192451725400446,13.73699528986354,43.40314221477397,0.6848426811757262,-0.6871441954672178,-0.125390475020328,-0.0343572097733608,-0.1374288390934435,0.3151573188242737,0.316216451225451,0.0250459345799292,0.0158108225612725,0.0210810967483633,51.34760387931518,-51.520165034468654,-9.40142987368933,-2.5760082517234326,-10.30403300689373,23.629621242171822,23.70903205064836,1.8778746753773905,1.185451602532417,1.58060213670989,126.1102720870682,0.0,177.48260538160974,96.3370891647961,0.6481732648033858,0.3518267351966141,4.874540414233941,2.8227179596977097,0.726896021434591,0.4209263397519058,1252.886510530834,710.28777067442,435.5417162413098,318.53994445654763,181.1371405953992,0.2320076740866938
389,Sub93,CN1C[C@H](O)C[C@H]1C=O,129.159,O=C[C@]1N(C)C[C@](O)C1,140,18.440931,0.040952295,O=C[C@]1N(C)C[C@](O)C1,310.04602,248.33916,61.706879,205.38829,104.65775,551.31293,136.98927,186.63228,414.32367,0.99257636,0.87193435,57.565903,5.8259869,32.841106,33.595486,0.000968014,-17.696987,0,4.2973566,11.137647,13.846107,0.75437713,0.80097508,0.19902489,0.66244447,0.33755553,1.7781647,0.44183525,0.24928677,0.45788047,0.72824395,544.45801,228.07181,362.74075,498.10339,2.0531461,1.6502508,1.4318166,0.82394755,130.125,159.48558,3.1252143,0.13963751,3.0611074,2.3840883,1.4065299,0.73193556,0.30401888,0.051991653,0.0,0.0,329.25,180.25,134.375,119.125,104.5,77.0,34.625,8.125,0.5,0.5,0.70710677,0.86602539,6.78233,6.5383482,-1.9547704,-1.9011369,-1.899039,-4.7034454,-4.5357237,-4.5305748,1.1553411,237.75,273.25,185.375,70.375,22.5,3.25,0.0,0.0,0.18046512,0.028331585,1.2137284,1.2576511,1.5108995,1.7334787,2.0322032,2.1048708,1.722488,2.3044617,0.52529508,1.3619927,1.756119,1.7872164,1.6228464,1.3301401,0.0,0.0,1.2229326,260.84839,319.0,682.75,412.125,202.125,74.875,24.25,3.375,0.0,0.0,445.0,138.875,16.75,4.5,1.75,0.125,0.0,0.0,187.6851300806642,-188.3158734923329,-34.52861810282508,-9.415793674616648,-37.66317469846659,86.3671509749987,86.65740045527807,6.854790666810697,4.332870022763903,5.777160030351871,-101.31797910566551,274.973273947611,41.38340876963578,13.74866369738055,43.44033472881846,0.6848515522574444,-0.6871530963615076,-0.1259928141076554,-0.0343576548180753,-0.1374306192723015,0.3151484477425554,0.3162075503311611,0.0250127115906706,0.015810377516558,0.0210805033554107,51.43553801883485,-51.60839468956349,-9.46264655277907,-2.580419734478175,-10.3216789379127,23.669114732977217,23.748658265123,1.87857101839854,1.1874329132561496,1.5832438843415333,126.8618871612355,0.0,177.15187777940787,96.90040327625503,0.6464163593056408,0.3535836406943591,4.8744969268633245,2.8394857615420435,0.7166829969297415,0.417481269524727,1252.8570328644778,710.2726168363582,435.7745390210639,318.6265318216078,181.47531304863907,0.2391973009354864
389,Sub93,CN1C[C@H](O)C[C@H]1C=O,129.159,O=C[C@]1N(C)C[C@](O)C1,164,18.440931,0.040952295,O=C[C@]1N(C)C[C@](O)C1,312.04626,249.40594,62.64032,207.72003,104.32623,553.68121,139.06151,186.76563,414.61969,0.99162376,0.8723011,57.568966,5.8226819,32.845253,33.601524,0.001046692,-17.706291,0,4.2978806,11.14071,13.845831,0.75627291,0.79925948,0.2007405,0.66567063,0.33432937,1.7743561,0.4456439,0.24933425,0.45787683,0.72831416,544.44739,228.05861,362.75766,498.07852,2.0531261,1.6502508,1.4315884,0.82402605,130.25,159.02155,3.1755669,0.1405234,3.0625796,2.3854666,1.4069455,0.73305172,0.30451342,0.053624529,0.0,0.0,330.0,180.5,135.375,120.0,104.25,76.875,34.75,8.375,0.5,1.2247449,0.86602539,0.5,6.8738637,7.0356236,-1.952269,-1.9073368,-1.8737462,-4.7122326,-4.5555797,-4.5063386,1.1529167,237.75,273.75,183.375,70.5,23.125,3.5,0.0,0.0,0.18190213,0.03125,1.2298664,1.2883266,1.5599182,1.7711846,2.0876424,2.087775,1.7031063,2.2921414,0.52629387,1.3783238,1.7697906,1.7955279,1.625362,1.6336148,0.0,0.0,1.226464,260.70883,319.75,683.0,411.5,200.375,75.0,24.625,3.75,0.0,0.0,445.25,137.75,17.0,4.5,1.5,0.25,0.0,0.0,188.26303022824945,-188.8957157581378,-34.45333657797725,-9.444785787906891,-37.779143151627565,86.53251477609962,86.82331998569026,6.867252919315384,4.341165999284512,5.78822133237935,-101.7305154521498,275.71903574382804,41.32058949729263,13.785951787191404,43.56736448400692,0.68510219197793,-0.6874045783935407,-0.1253780754612742,-0.034370228919677,-0.1374809156787081,0.31489780802207,0.3159560682991282,0.0249904084842667,0.0157978034149564,0.0210637378866085,51.73384199574203,-51.90770116074408,-9.467623402163532,-2.5953850580372047,-10.38154023214882,23.77874955849518,23.85866153455475,1.8870905086459773,1.192933076727737,1.5905774356369826,126.70082678819963,0.0,178.14406058601344,96.65148441833564,0.6482785613689409,0.3517214386310592,4.874517273535914,2.8227103606285926,0.7268924724003217,0.4209251496649157,1252.8871145823573,710.2911200209868,435.5429803488295,318.5358898241794,181.1396572877052,0.232005577382872
389,Sub93,CN1C[C@H](O)C[C@H]1C=O,129.159,O=C[C@]1N(C)C[C@](O)C1,151,18.440931,0.040952295,O=C[C@]1N(C)C[C@](O)C1,311.129,249.84129,61.287701,207.33853,103.79047,554.64771,136.0587,188.5536,418.58899,0.99257636,0.87174428,57.533783,5.8427701,32.837845,33.589619,0.000453493,-17.690884,0,4.258213,11.105526,13.842729,0.75177342,0.80301517,0.19698486,0.66640693,0.33359307,1.7826936,0.43730637,0.24930602,0.4578872,0.72827339,544.45886,228.07176,362.75003,498.09595,2.0531478,1.6501558,1.4317676,0.82393193,130.125,160.91527,3.1535335,0.14406034,3.0644898,2.3819113,1.4015752,0.73352671,0.3035318,0.051595829,0.0,0.0,333.625,181.75,136.0,119.625,102.5,78.5,36.25,8.75,0.70710677,0.70710677,1.4142135,0.70710677,6.8738637,6.98212,-1.9686772,-1.8900101,-1.8722131,-4.6942234,-4.5809002,-4.5149722,1.155313,239.0,273.25,185.75,70.5,22.25,3.5,0.0,0.0,0.17371324,0.030303031,1.2318538,1.2440521,1.4902606,1.7170786,2.0069599,2.0750389,1.7862444,2.2556615,0.52912527,1.3667847,1.782819,1.7710067,1.6691142,1.6072546,0.0,0.0,1.2228026,260.7739,318.875,687.0,410.25,202.625,74.75,23.625,3.625,0.0,0.0,448.0,137.0,16.875,4.25,1.375,0.125,0.0,0.0,188.32412781401524,-188.9570186713032,-34.547067101242135,-9.447850933565157,-37.79140373426063,86.34352757484142,86.63369766521917,6.870783905833213,4.331684883260959,5.775579844347945,-101.98060023917382,275.5907163365223,41.41785100707535,13.779535816826115,43.56698357860857,0.6856436282874231,-0.6879478342791766,-0.1257777041578945,-0.0343973917139588,-0.1375895668558353,0.3143563717125769,0.3154128124134922,0.0250148999018686,0.0157706406206746,0.0210275208275661,51.726546639826935,-51.900381287715234,-9.488961921259682,-2.595019064385762,-10.380076257543047,23.71577427698478,23.79547461537281,1.8871821060986995,1.189773730768641,1.5863649743581878,126.91557395224744,0.0,177.71883938318248,96.94881600567416,0.6470322802718786,0.3529677197281212,4.874525569734967,2.82273265825866,0.7268817702141356,0.4209215609033855,1252.869235008149,710.2786258856099,435.5444739099097,318.5416485452087,181.1391667174744,0.2320115931374388
389,Sub93,CN1C[C@H](O)C[C@H]1C=O,129.159,O=C[C@]1N(C)C[C@](O)C1,133,18.440931,0.040952299,O=C[C@]1N(C)C[C@](O)C1,312.5513,250.71049,61.840813,207.29002,105.26128,556.57733,137.28661,188.86969,419.29071,0.99257636,0.87161386,57.614372,5.8363647,32.842766,33.593281,0.000646128,-17.697849,0,4.3408375,11.186115,13.843245,0.75051343,0.8021419,0.19785811,0.66321921,0.33678082,1.780755,0.43924502,0.2492646,0.45767936,0.72837633,544.4765,227.98656,362.83044,498.13596,2.0531809,1.6503879,1.431644,0.82397938,130.125,159.87003,3.1752405,0.14051111,3.0620065,2.3855679,1.4063618,0.73309368,0.3045477,0.05370149,0.0,0.0,330.125,180.5,135.375,119.875,104.25,76.75,34.75,8.375,0.5,0.86602539,1.2247449,0.5,6.8738637,7.0356236,-1.9522771,-1.9073536,-1.8825102,-4.7091088,-4.5593786,-4.5061049,1.1528877,237.375,274.125,183.625,70.5,23.125,3.5,0.0,0.0,0.18190213,0.031282585,1.228633,1.2901765,1.5594693,1.7704064,2.0870957,2.0891082,1.7191737,2.2920094,0.52615869,1.3766826,1.7683995,1.7957882,1.6256003,1.6338054,0.0,0.0,1.2264949,260.70227,319.75,683.0,411.75,200.625,75.0,24.625,3.75,0.0,0.0,445.625,137.625,17.0,4.5,1.5,0.25,0.0,0.0,187.8936290796757,-188.5250731828158,-34.467448258245724,-9.42625365914079,-37.70501463656316,86.5561381762569,86.84702277574914,6.895361418381444,4.342351138787456,5.789801518383276,-101.33749090341875,275.37209595856496,41.362809676627165,13.768604797928248,43.49481615494644,0.6846193784688448,-0.686920142318833,-0.1255874566878528,-0.0343460071159416,-0.1373840284637666,0.3153806215311552,0.3164405043738358,0.0251243114079645,0.0158220252186917,0.0210960336249223,51.567362769789504,-51.740662456931446,-9.459583152381438,-2.5870331228465724,-10.34813249138629,23.755311977046045,23.835145187675025,1.8924303364203243,1.191757259383751,1.5890096791783348,126.325019251116,0.0,177.6952159830252,96.75455127290734,0.6474598895080101,0.3525401104919897,4.874533551017985,2.8227327503679835,0.7268845413659935,0.420922490157342,1252.8631058937422,710.2692530516892,435.5461356868587,318.5424229055091,181.1392579126865,0.2320014836181292
389,Sub93,CN1C[C@H](O)C[C@H]1C=O,129.159,O=C[C@]1N(C)C[C@](O)C1,160,18.440931,0.040952299,O=C[C@]1N(C)C[C@](O)C1,308.74817,247.57848,61.169685,204.87677,103.87139,549.62421,135.79671,186.4088,413.82751,0.99162376,0.8725785,57.581066,5.8428826,32.840141,33.591358,0.000889075,-17.706758,0,4.3024559,11.15281,13.843482,0.75121468,0.80187839,0.19812162,0.66357243,0.33642757,1.78017,0.43983001,0.24933238,0.45784029,0.7282871,544.56689,228.09711,362.83435,498.20233,2.0533514,1.6503198,1.4317594,0.82405734,130.25,160.30878,3.1762691,0.143025,3.0614374,2.3727543,1.402072,0.7324174,0.30246755,0.053677417,0.0,0.0,331.375,179.875,134.625,119.25,103.5,78.0,35.875,9.0,0.70710677,0.70710677,1.4142135,0.70710677,6.8738637,7.0178342,-1.9757047,-1.8946295,-1.8892695,-4.6444068,-4.6176848,-4.5466256,1.1550589,236.625,273.25,184.625,70.0,22.75,3.5,0.0,0.0,0.17827298,0.030398322,1.2286144,1.2336202,1.4991729,1.7278485,2.0149448,2.1002862,1.8090054,2.2591894,0.5364908,1.3774481,1.7789557,1.7416404,1.6795306,1.4379919,0.0,0.0,1.2235509,260.9209,319.25,686.25,411.0,202.0,74.625,24.0,3.625,0.0,0.0,449.625,137.75,17.375,4.625,1.25,0.125,0.0,0.0,187.98472764617807,-188.6164778994145,-34.36998578078778,-9.430823894970723,-37.723295579882894,86.72150197735783,87.01294230616132,6.8853003331748726,4.350647115308066,5.800862820410755,-101.26322566882024,275.6294202055758,41.255286113962654,13.78147101027879,43.52415840029365,0.6843118479831961,-0.6866115783318749,-0.1251154217648767,-0.0343305789165937,-0.1373223156663749,0.3156881520168038,0.3167490683607938,0.0250642307697595,0.0158374534180396,0.0211166045573862,51.64057575848886,-51.814121488619136,-9.441649206054754,-2.590706074430957,-10.362824297723828,23.822936835489987,23.902997309375834,1.891434894352145,1.1951498654687915,1.593533153958389,126.16395887808017,0.0,178.26217758679982,96.4440520367361,0.6489193122088809,0.3510806877911191,4.874496136012419,2.822722186117508,0.7268777494242212,0.4209202126013715,1252.8608617816044,710.27021965581,435.5432765789492,318.5400950297141,181.1419392538018,0.2320090280876154
389,Sub93,CN1C[C@H](O)C[C@H]1C=O,129.159,O=C[C@]1N(C)C[C@](O)C1,103,18.440931,0.040952299,O=C[C@]1N(C)C[C@](O)C1,309.55487,249.30222,60.252674,206.88834,102.66656,553.45093,133.76094,189.04955,419.68997,0.99257636,0.87110817,57.608444,5.8252602,32.83387,33.585423,0.00077204,-17.702875,0,4.3515921,10.079243,13.845398,0.75155133,0.80535704,0.19464295,0.66834134,0.33165863,1.7878927,0.43210733,0.24940225,0.45787218,0.72833669,544.48865,228.07173,362.7934,498.11221,2.0532041,1.6502779,1.4317752,0.82415187,130.125,160.18309,3.1509581,0.14401649,3.0646677,2.3818266,1.4029735,0.73461515,0.30360156,0.05173609,0.0,0.0,333.375,182.125,136.0,119.75,102.875,78.875,36.25,8.625,0.70710677,0.70710677,1.4142135,0.70710677,6.8738637,6.98212,-1.9687732,-1.8901612,-1.8722957,-4.6974797,-4.5789771,-4.5164046,1.1550975,239.75,274.0,186.0,70.5,22.25,3.5,0.0,0.0,0.17371324,0.030271398,1.2379199,1.2347038,1.4877055,1.7158065,2.0021358,2.0670042,1.7991869,2.3087893,0.52889895,1.3656836,1.7845231,1.7723531,1.6691941,1.6078335,0.0,0.0,1.2231905,260.7934,319.0,687.375,410.625,203.0,74.75,23.625,3.625,0.0,0.0,447.625,136.625,17.0,4.25,1.375,0.125,0.0,0.0,187.8430536169102,-188.4743277537887,-34.36045583723179,-9.423716387689437,-37.69486555075774,86.46164457562779,86.7522116155136,6.887002332891092,4.33761058077568,5.783480774367574,-101.3814090412824,275.2265393693023,41.24745817012288,13.761326968465116,43.47834632512532,0.6847970700270716,-0.6870984310356075,-0.1252638254599407,-0.0343549215517803,-0.1374196862071215,0.3152029299729282,0.3162622156570614,0.0251071249536419,0.015813110782853,0.0210841477104707,51.52623212995128,-51.699393591544506,-9.425234468189895,-2.584969679577225,-10.3398787183089,23.71683532054807,23.796539224728647,1.8891370963749965,1.1898269612364325,1.5864359483152433,126.1102720870682,0.0,177.88420318428342,96.4204950082546,0.6484912739606968,0.3515087260393032,4.874510573380675,2.822770165989432,0.7268535115298954,0.4209120847117738,1252.8625230039984,710.2671863433471,435.54230599416513,318.5408177196665,181.13918528520048,0.2320128451781765
389,Sub93,CN1C[C@H](O)C[C@H]1C=O,129.159,O=C[C@]1N(C)C[C@](O)C1,69,18.440931,0.040952299,O=C[C@]1N(C)C[C@](O)C1,308.06845,247.57466,60.49379,204.37268,103.69578,549.61578,134.29622,187.08087,415.31955,0.99257636,0.87156332,57.529037,5.8301468,32.843422,33.593792,0.000760922,-17.695496,0,4.2585435,11.10078,13.845796,0.75036794,0.80363524,0.19636476,0.66340023,0.3365998,1.7840703,0.43592978,0.24932086,0.45774794,0.72833377,544.58002,228.06136,362.8739,498.22476,2.0533762,1.6503252,1.4317753,0.82404107,130.125,158.82458,3.1250379,0.13976113,3.0616045,2.3841302,1.4065138,0.731839,0.30400836,0.051987093,0.0,0.0,329.125,180.25,134.5,119.25,104.5,77.0,34.625,8.125,0.5,0.5,0.70710677,0.86602539,6.78233,6.5383482,-1.9549613,-1.9009603,-1.8994492,-4.7019835,-4.5356011,-4.5303326,1.1554331,238.0,273.125,185.375,70.25,22.625,3.25,0.0,0.0,0.1802974,0.028301887,1.2161286,1.2579303,1.5113351,1.7304723,2.0325286,2.1051111,1.722448,2.3045301,0.52559066,1.3613524,1.7572511,1.786886,1.6225446,1.3299544,0.0,0.0,1.2228354,260.86914,319.0,683.0,411.875,202.125,74.875,24.25,3.375,0.0,0.0,445.0,138.75,16.75,4.625,1.625,0.125,0.0,0.0,188.18237094306312,-188.8147854055915,-34.47605083231875,-9.440739270279575,-37.7629570811183,86.31990417468415,86.60999487516031,6.842886109187917,4.330499743758015,5.773999658344021,-101.86246676837897,275.4247802807518,41.31893694150666,13.77123901403759,43.536956739462326,0.6855402960224742,-0.6878441547509933,-0.1255947726390621,-0.0343922077375496,-0.1375688309501986,0.3144597039775258,0.3155164919416755,0.0249283402341662,0.0157758245970837,0.0210344327961117,51.65648896092268,-51.83008816970409,-9.4637543905466,-2.591504408485205,-10.36601763394082,23.69501008389673,23.77464064116793,1.8783878053437129,1.1887320320583967,1.5849760427445292,126.70082678819963,0.0,177.76608618349704,96.73618893425022,0.6475942179613797,0.3524057820386203,4.874492410497734,2.822707499901469,0.7268854143292869,0.4209227828886407,1252.877246843445,710.2835124604463,435.5417466235377,318.5372071533697,181.1412330100233,0.2320071634535414
389,Sub93,CN1C[C@H](O)C[C@H]1C=O,129.159,O=C[C@]1N(C)C[C@](O)C1,11,18.440931,0.040952299,O=C[C@]1N(C)C[C@](O)C1,310.93988,249.56232,61.377571,205.78874,105.15115,554.02838,136.25821,188.18475,417.77014,0.99257636,0.8716678,57.59079,5.8417964,32.840149,33.589699,0.001092335,-17.702818,0,4.3095765,11.162534,13.848625,0.74954987,0.80260634,0.19739369,0.66182804,0.33817196,1.7817861,0.43821397,0.24934952,0.4578523,0.72826773,544.52509,228.08635,362.79807,498.16577,2.0532727,1.6503445,1.4317533,0.82409805,130.125,159.46645,3.1337225,0.1397306,3.0615015,2.3843112,1.4056679,0.73171282,0.30412439,0.052035723,0.0,0.0,329.125,180.5,134.5,119.25,104.625,77.125,34.625,8.125,0.5,0.5,0.70710677,0.86602539,6.78233,6.5383482,-1.9555334,-1.9008209,-1.9000027,-4.7039371,-4.537148,-4.5301104,1.1555465,237.625,273.375,185.0,70.5,22.625,3.25,0.0,0.0,0.1802974,0.028301887,1.2144597,1.2627071,1.5195942,1.7370088,2.0359488,2.1057744,1.7220794,2.3043225,0.52671176,1.3617653,1.7599993,1.7839699,1.622834,1.330237,0.0,0.0,1.2225555,260.8266,318.875,682.875,412.25,201.875,75.0,24.25,3.375,0.0,0.0,445.25,138.875,16.875,4.5,1.625,0.125,0.0,0.0,187.8154014560331,-188.44658266376857,-34.37700833402562,-9.422329133188429,-37.68931653275372,87.07585297971696,87.36848415704458,6.925499296504732,4.368424207852229,5.824565610469638,-100.73954847631614,275.8150668208132,41.30250763053035,13.790753341040658,43.51388214322336,0.6832352736777624,-0.6855313860405622,-0.1250567552779694,-0.0342765693020281,-0.1371062772081124,0.3167647263222376,0.3178292606521066,0.0251935963212806,0.0158914630326053,0.0211886173768071,51.62881130860293,-51.802317502573615,-9.449938944688537,-2.5901158751286806,-10.360463500514722,23.93639045665734,24.016832208079936,1.9037591892100905,1.200841610403997,1.6011221472053292,126.21764566909212,0.0,178.42754138790076,96.4637130478493,0.6490840960151549,0.3509159039848451,4.874514592244032,2.8227471353275697,0.7268690245888292,0.4209172868578716,1252.8631635409752,710.2729036542657,435.5436515773231,318.5381302969962,181.14426834010635,0.2320094242953182
389,Sub93,CN1C[C@H](O)C[C@H]1C=O,129.159,O=C[C@]1N(C)C[C@](O)C1,171,18.440931,0.040952299,O=C[C@]1N(C)C[C@](O)C1,308.89023,248.16165,60.728561,205.98569,102.90453,550.91888,134.8174,187.43311,416.10147,0.99162376,0.87203956,57.614429,5.8248358,32.847164,33.601139,0.000700513,-17.704994,0,4.3418283,11.186172,13.845926,0.75397247,0.8033976,0.1966024,0.6668573,0.33314273,1.7835426,0.43645734,0.24942183,0.45786965,0.72831941,544.47003,228.06471,362.77563,498.09964,2.0531688,1.6502346,1.4316647,0.82416266,130.25,158.53522,3.1793461,0.14305003,3.06148,2.3732436,1.4020174,0.73241395,0.30243072,0.053697485,0.0,0.0,331.375,180.0,134.625,119.125,103.375,78.0,35.875,9.0,0.70710677,0.70710677,1.4142135,0.70710677,6.8738637,7.0178342,-1.9756993,-1.8951324,-1.8892536,-4.6399922,-4.6168346,-4.5459132,1.1549973,236.25,273.25,184.625,70.0,22.75,3.5,0.0,0.0,0.17827298,0.03043022,1.2280351,1.2311143,1.5020561,1.7314043,2.0213466,2.1003282,1.8091127,2.2592483,0.53660494,1.3760778,1.7789326,1.7416359,1.6795253,1.437957,0.0,0.0,1.2236161,260.90698,319.25,686.125,410.75,202.0,74.625,24.0,3.625,0.0,0.0,449.875,137.5,17.375,4.625,1.25,0.125,0.0,0.0,188.3090611977921,-188.94190142150603,-34.5020591641836,-9.4470950710753,-37.788380284301205,86.53251477609962,86.82331998569025,6.8876850837417045,4.341165999284512,5.788221332379349,-101.7765464216925,275.7652214071963,41.38974424792531,13.788261070359813,43.57660161668056,0.6851549316384371,-0.6874574952934135,-0.1255343520787447,-0.0343728747646706,-0.1374914990586827,0.3148450683615628,0.3159031513992553,0.0250605646519651,0.0157951575699627,0.0210602100932836,51.75515914976521,-51.92908995419042,-9.482600315028677,-2.5964544977095207,-10.385817990838085,23.78273273404729,23.8626580961526,1.8930222232274363,1.19313290480763,1.5908438730768395,126.48607962415186,0.0,178.00232018506978,96.83925578882192,0.6476542697527644,0.3523457302472355,4.874592911208073,2.822781148087822,0.7268759622084651,0.4209196132876149,1252.8589584181416,710.2739424025027,435.5505813377865,318.5434887039744,181.14274343625328,0.2320079543028534
389,Sub93,CN1C[C@H](O)C[C@H]1C=O,129.159,O=C[C@]1N(C)C[C@](O)C1,125,18.440931,0.040952299,O=C[C@]1N(C)C[C@](O)C1,308.61414,248.23959,60.374535,205.87865,102.73549,551.09192,134.03146,187.86507,417.06042,0.99257636,0.87248427,57.613575,5.8491321,32.83437,33.58572,0.000846575,-17.707567,0,4.3326049,10.084373,13.845273,0.75135028,0.80436885,0.19563115,0.66710699,0.33289301,1.7856989,0.43430114,0.24935995,0.45790216,0.72826004,544.54895,228.11678,362.8031,498.17798,2.0533175,1.6502913,1.4317586,0.82408869,130.125,159.74399,3.1792555,0.14288077,3.061717,2.3728673,1.4018823,0.73244959,0.30247685,0.053694211,0.0,0.0,331.375,179.625,134.5,119.125,103.5,78.125,36.0,9.0,0.70710677,0.70710677,1.4142135,0.70710677,6.8738637,7.0178342,-1.9756817,-1.8949995,-1.8890762,-4.6436968,-4.6177793,-4.545188,1.1551158,236.75,273.5,184.5,70.0,22.75,3.5,0.0,0.0,0.17843866,0.03043022,1.2288368,1.2358134,1.5023545,1.7316484,2.0151856,2.0982802,1.7983631,2.2593641,0.53708255,1.3781083,1.7786036,1.7413983,1.6792889,1.4377757,0.0,0.0,1.2234906,260.93375,319.25,686.375,410.875,201.875,74.625,24.0,3.625,0.0,0.0,449.625,137.375,17.375,4.625,1.25,0.125,0.0,0.0,187.9612534593808,-188.59292482416896,-34.42197919705526,-9.429646241208449,-37.7185849648338,86.9341125787733,87.22626741669127,6.915348737574241,4.361313370834564,5.815084494446085,-101.0271408806075,275.8191922408602,41.3373279346295,13.790959612043013,43.53366945927988,0.6837556273440155,-0.6860534884316428,-0.1252184774634493,-0.0343026744215821,-0.1372106976863285,0.3162443726559846,0.3173071582610262,0.0251562943284188,0.0158653579130513,0.021153810550735,51.66967757070674,-51.843321101746,-9.462442571132229,-2.5921660550873,-10.3686642203492,23.89778469854398,23.97809670965325,1.9009973224969567,1.198904835482663,1.5985397806435506,126.21764566909212,0.0,178.28580098695713,96.60956505119702,0.64855877185726,0.3514412281427403,4.874443727236985,2.8227372070385863,0.7268499933619049,0.4209109049170174,1252.8716750499957,710.2768729134748,435.5387293145728,318.5351214669801,181.1407222281732,0.2320081983953265
